algorithm,sample_id,task_type,objective,runtime,iterations,solution_size,answer_size,recall,timed_out,solution,source_label,algo_key,run_id,seed,wall_time,n,mode,family,method_tag,T0,cooling_rate,t,lam,alpha,init_method,display_name
SimulatedAnnealing,mc_n300_p005_k25_004,maximum_clique,25.0,0.09136819699779153,2000,25,25,1.0,False,"[194, 70, 263, 202, 267, 12, 270, 271, 273, 19, 147, 26, 90, 159, 161, 35, 296, 104, 48, 241, 54, 253, 59, 61, 62]",mc_n300_p005_k25,SimulatedAnnealing,0,0,2.086212397000054,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p005_k25_004,maximum_clique,25.0,0.9364033710007789,24,25,25,1.0,False,"[263, 267, 12, 270, 271, 273, 19, 147, 26, 159, 161, 35, 296, 48, 54, 59, 61, 62, 194, 70, 202, 90, 104, 241, 253]",mc_n300_p005_k25,QuantumGreedy_krylov_m30,0,0,1.9504524250005488,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p005_k25_004,maximum_clique,25.0,0.011737736000213772,25,25,25,1.0,False,"[263, 267, 12, 270, 271, 273, 147, 19, 26, 159, 161, 35, 296, 48, 54, 59, 61, 62, 194, 70, 202, 90, 104, 241, 253]",mc_n300_p005_k25,ClassicalDegree,1,1,2.3370236289993045,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p005_k25_004,maximum_clique,25.0,0.012893355997221079,25,25,25,1.0,False,"[263, 267, 12, 270, 271, 273, 19, 147, 26, 159, 161, 35, 296, 48, 54, 59, 61, 62, 194, 70, 202, 90, 104, 241, 253]",mc_n300_p005_k25,ClassicalClique,1,1,1.3922937870011083,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p005_k25_004,maximum_clique,3.0,0.20242354699439602,2000,3,25,0.0,False,"[281, 204, 150]",mc_n300_p005_k25,SimulatedAnnealing,1,1,1.7784440660034306,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(cheb_d50),mc_n300_p005_k25_003,maximum_clique,25.0,12.362843337999948,24,25,25,1.0,False,"[0, 131, 10, 12, 18, 148, 151, 156, 158, 31, 289, 291, 180, 67, 201, 207, 211, 87, 90, 223, 231, 107, 241, 118, 123]",mc_n300_p005_k25,QuantumGreedy_cheb_d50,1,1,14.25717705200077,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
QuantumGreedy(krylov_m30),mc_n300_p005_k25_004,maximum_clique,25.0,0.8042433539958438,24,25,25,1.0,False,"[263, 267, 12, 270, 271, 273, 19, 147, 26, 159, 161, 35, 296, 48, 54, 59, 61, 62, 194, 70, 202, 90, 104, 241, 253]",mc_n300_p005_k25,QuantumGreedy_krylov_m30,1,1,2.011871426999278,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p01_k15_000,maximum_clique,15.0,0.009430501995666418,15,15,15,1.0,False,"[192, 98, 101, 167, 297, 298, 11, 202, 268, 16, 50, 242, 52, 179, 191]",mc_n300_p01_k15,ClassicalDegree,0,0,2.6778449150006054,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
QuantumGreedy(cheb_d50),mc_n300_p005_k25_004,maximum_clique,25.0,10.460310513997683,24,25,25,1.0,False,"[263, 267, 12, 270, 271, 273, 19, 147, 26, 159, 161, 35, 296, 48, 54, 59, 61, 62, 194, 70, 202, 90, 104, 241, 253]",mc_n300_p005_k25,QuantumGreedy_cheb_d50,0,0,11.776183358997514,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalClique,mc_n300_p01_k15_000,maximum_clique,15.0,0.1187093949993141,15,15,15,1.0,False,"[192, 98, 101, 167, 297, 298, 202, 11, 268, 16, 50, 179, 242, 52, 191]",mc_n300_p01_k15,ClassicalClique,0,0,1.3099162370053818,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k15_000,maximum_clique,4.0,0.14278248100163182,2000,4,15,0.0,False,"[177, 226, 149, 215]",mc_n300_p01_k15,SimulatedAnnealing,0,0,1.4094373839980108,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p01_k15_000,maximum_clique,15.0,0.4990672989952145,14,15,15,1.0,False,"[192, 98, 101, 167, 297, 298, 11, 202, 268, 16, 242, 179, 52, 50, 191]",mc_n300_p01_k15,QuantumGreedy_krylov_m30,0,0,1.719931682004244,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p005_k25_004,maximum_clique,25.0,5.187985843003844,24,25,25,1.0,False,"[263, 267, 12, 270, 271, 273, 19, 147, 26, 159, 161, 35, 296, 48, 54, 59, 61, 62, 194, 70, 202, 90, 104, 241, 253]",mc_n300_p005_k25,QuantumGreedy_cheb_d50,1,1,6.360035416997562,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n300_p01_k15_000,maximum_clique,15.0,0.003590154999983497,15,15,15,1.0,False,"[192, 98, 101, 167, 297, 298, 11, 202, 268, 16, 50, 242, 52, 179, 191]",mc_n300_p01_k15,ClassicalDegree,1,1,1.191223533001903,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p01_k15_000,maximum_clique,15.0,0.07086595599685097,15,15,15,1.0,False,"[192, 98, 101, 167, 297, 298, 202, 11, 268, 16, 50, 179, 242, 52, 191]",mc_n300_p01_k15,ClassicalClique,1,1,1.0556195009994553,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k15_000,maximum_clique,4.0,0.22417240099457558,2000,4,15,0.0,False,"[89, 210, 125, 14]",mc_n300_p01_k15,SimulatedAnnealing,1,1,1.811074297002051,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p01_k15_000,maximum_clique,15.0,0.8001516139993328,14,15,15,1.0,False,"[192, 98, 101, 167, 297, 298, 11, 202, 268, 16, 242, 179, 52, 50, 191]",mc_n300_p01_k15,QuantumGreedy_krylov_m30,1,1,2.0456294889954734,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p01_k15_000,maximum_clique,15.0,3.850304733001394,14,15,15,1.0,False,"[192, 98, 101, 167, 297, 298, 11, 202, 268, 16, 242, 179, 52, 50, 191]",mc_n300_p01_k15,QuantumGreedy_cheb_d50,0,0,5.34948953899584,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n300_p01_k15_001,maximum_clique,15.0,0.00294763899728423,15,15,15,1.0,False,"[32, 292, 293, 165, 74, 205, 270, 271, 144, 272, 50, 179, 18, 245, 30]",mc_n300_p01_k15,ClassicalDegree,0,0,1.0756250980048208,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
SimulatedAnnealing,mc_n300_p01_k15_001,maximum_clique,4.0,0.08373320200189482,2000,4,15,0.0,False,"[288, 132, 261, 39]",mc_n300_p01_k15,SimulatedAnnealing,0,0,1.098285179999948,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
ClassicalClique,mc_n300_p01_k15_001,maximum_clique,15.0,0.05517619099555304,15,15,15,1.0,False,"[32, 292, 293, 165, 74, 205, 270, 271, 272, 144, 50, 18, 179, 245, 30]",mc_n300_p01_k15,ClassicalClique,0,0,1.2112226090030163,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
QuantumGreedy(cheb_d50),mc_n300_p01_k15_000,maximum_clique,15.0,2.271811359001731,14,15,15,1.0,False,"[192, 98, 101, 167, 297, 298, 11, 202, 268, 16, 242, 179, 52, 50, 191]",mc_n300_p01_k15,QuantumGreedy_cheb_d50,1,1,3.6950249879955663,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
QuantumGreedy(krylov_m30),mc_n300_p01_k15_001,maximum_clique,15.0,0.524627929997223,14,15,15,1.0,False,"[32, 292, 165, 293, 74, 205, 270, 271, 272, 144, 50, 179, 18, 245, 30]",mc_n300_p01_k15,QuantumGreedy_krylov_m30,0,0,1.8209548040031223,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p01_k15_001,maximum_clique,15.0,0.003169121002429165,15,15,15,1.0,False,"[32, 292, 293, 165, 74, 205, 270, 271, 144, 272, 50, 179, 18, 245, 30]",mc_n300_p01_k15,ClassicalDegree,1,1,1.3174325510044582,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p01_k15_001,maximum_clique,15.0,0.059760076001111884,15,15,15,1.0,False,"[32, 292, 293, 165, 74, 205, 270, 271, 272, 144, 50, 18, 179, 245, 30]",mc_n300_p01_k15,ClassicalClique,1,1,1.1471207389986375,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k15_001,maximum_clique,4.0,0.1594620149990078,2000,4,15,0.0,False,"[217, 12, 77, 54]",mc_n300_p01_k15,SimulatedAnnealing,1,1,1.5205290250014514,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p01_k15_001,maximum_clique,15.0,0.49516790099733043,14,15,15,1.0,False,"[32, 292, 165, 293, 74, 205, 270, 271, 272, 144, 50, 179, 18, 245, 30]",mc_n300_p01_k15,QuantumGreedy_krylov_m30,1,1,1.6262465029940358,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p01_k15_001,maximum_clique,15.0,3.9371935059971293,14,15,15,1.0,False,"[32, 292, 165, 293, 74, 205, 270, 271, 272, 144, 50, 179, 18, 245, 30]",mc_n300_p01_k15,QuantumGreedy_cheb_d50,0,0,5.093652925999777,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n300_p01_k15_002,maximum_clique,15.0,0.002201511997554917,15,15,15,1.0,False,"[194, 67, 100, 261, 66, 295, 229, 71, 131, 113, 86, 122, 59, 92, 62]",mc_n300_p01_k15,ClassicalDegree,0,0,1.1606487319950247,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p01_k15_002,maximum_clique,15.0,0.12111822899896652,15,15,15,1.0,False,"[66, 194, 67, 261, 229, 131, 100, 295, 71, 113, 86, 122, 59, 92, 62]",mc_n300_p01_k15,ClassicalClique,0,0,1.3267611729970668,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k15_002,maximum_clique,4.0,0.14310460499837063,2000,4,15,0.0,False,"[32, 258, 68, 271]",mc_n300_p01_k15,SimulatedAnnealing,0,0,1.1289286710016313,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(cheb_d50),mc_n300_p01_k15_001,maximum_clique,15.0,1.899506295005267,14,15,15,1.0,False,"[32, 292, 165, 293, 74, 205, 270, 271, 272, 144, 50, 179, 18, 245, 30]",mc_n300_p01_k15,QuantumGreedy_cheb_d50,1,1,3.171510899999703,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
QuantumGreedy(krylov_m30),mc_n300_p01_k15_002,maximum_clique,15.0,0.5064336209979956,14,15,15,1.0,False,"[66, 67, 100, 229, 131, 71, 261, 194, 295, 113, 86, 122, 59, 92, 62]",mc_n300_p01_k15,QuantumGreedy_krylov_m30,0,0,1.7004079010002897,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p01_k15_002,maximum_clique,15.0,0.0021635909943142906,15,15,15,1.0,False,"[194, 67, 100, 261, 66, 295, 229, 71, 131, 113, 86, 122, 59, 92, 62]",mc_n300_p01_k15,ClassicalDegree,1,1,1.040813175997755,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p01_k15_002,maximum_clique,15.0,0.053469394995772745,15,15,15,1.0,False,"[66, 194, 67, 261, 229, 131, 100, 295, 71, 113, 86, 122, 59, 92, 62]",mc_n300_p01_k15,ClassicalClique,1,1,1.3762028179990011,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k15_002,maximum_clique,4.0,0.13698651400045492,2000,4,15,0.0,False,"[257, 187, 9, 254]",mc_n300_p01_k15,SimulatedAnnealing,1,1,1.3746933229995193,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(cheb_d50),mc_n300_p01_k15_002,maximum_clique,15.0,2.3790206019984907,14,15,15,1.0,False,"[66, 67, 100, 229, 131, 71, 261, 194, 295, 113, 86, 122, 59, 92, 62]",mc_n300_p01_k15,QuantumGreedy_cheb_d50,0,0,3.5606732390006073,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
QuantumGreedy(krylov_m30),mc_n300_p01_k15_002,maximum_clique,15.0,0.5106362820006325,14,15,15,1.0,False,"[66, 67, 100, 229, 131, 71, 261, 194, 295, 113, 86, 122, 59, 92, 62]",mc_n300_p01_k15,QuantumGreedy_krylov_m30,1,1,1.6683510760049103,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p01_k15_003,maximum_clique,15.0,0.003001359000336379,15,15,15,1.0,False,"[1, 161, 228, 6, 41, 201, 73, 42, 45, 173, 170, 50, 246, 218, 284]",mc_n300_p01_k15,ClassicalDegree,0,0,1.0334773839931586,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p01_k15_003,maximum_clique,15.0,0.03946797699609306,15,15,15,1.0,False,"[1, 161, 228, 6, 41, 170, 73, 201, 45, 42, 173, 50, 246, 218, 284]",mc_n300_p01_k15,ClassicalClique,0,0,1.3284705999976723,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
QuantumGreedy(cheb_d50),mc_n300_p01_k15_002,maximum_clique,15.0,1.8070460469971295,14,15,15,1.0,False,"[66, 67, 100, 229, 131, 71, 261, 194, 295, 113, 86, 122, 59, 92, 62]",mc_n300_p01_k15,QuantumGreedy_cheb_d50,1,1,3.0984583129975363,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
SimulatedAnnealing,mc_n300_p01_k15_003,maximum_clique,4.0,0.0905924690014217,2000,4,15,0.0,False,"[184, 67, 28, 149]",mc_n300_p01_k15,SimulatedAnnealing,0,0,1.3448882309967303,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p01_k15_003,maximum_clique,15.0,0.46373666200088337,14,15,15,1.0,False,"[1, 161, 228, 6, 73, 41, 42, 201, 173, 45, 170, 50, 246, 218, 284]",mc_n300_p01_k15,QuantumGreedy_krylov_m30,0,0,1.3255201009960729,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p01_k15_003,maximum_clique,15.0,0.003192791002220474,15,15,15,1.0,False,"[1, 161, 228, 6, 41, 201, 73, 42, 45, 173, 170, 50, 246, 218, 284]",mc_n300_p01_k15,ClassicalDegree,1,1,1.2347072190023027,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p01_k15_003,maximum_clique,15.0,0.06040391300484771,15,15,15,1.0,False,"[1, 161, 228, 6, 41, 170, 73, 201, 45, 42, 173, 50, 246, 218, 284]",mc_n300_p01_k15,ClassicalClique,1,1,1.3011080809956184,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k15_003,maximum_clique,4.0,0.12013594900054159,2000,4,15,0.0,False,"[89, 242, 83, 84]",mc_n300_p01_k15,SimulatedAnnealing,1,1,1.4091099310026038,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(cheb_d50),mc_n300_p01_k15_003,maximum_clique,15.0,3.344979732995853,14,15,15,1.0,False,"[1, 161, 228, 6, 73, 41, 42, 201, 173, 45, 170, 50, 246, 218, 284]",mc_n300_p01_k15,QuantumGreedy_cheb_d50,0,0,4.289722337001876,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
QuantumGreedy(krylov_m30),mc_n300_p01_k15_003,maximum_clique,15.0,0.8425912009988679,14,15,15,1.0,False,"[1, 161, 228, 6, 73, 41, 42, 201, 173, 45, 170, 50, 246, 218, 284]",mc_n300_p01_k15,QuantumGreedy_krylov_m30,1,1,2.267037532001268,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p01_k15_004,maximum_clique,15.0,0.0029693899996345863,15,15,15,1.0,False,"[225, 34, 1, 70, 199, 200, 108, 270, 272, 113, 17, 277, 281, 28, 57]",mc_n300_p01_k15,ClassicalDegree,0,0,1.2467905879966565,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p01_k15_004,maximum_clique,15.0,0.05686613799480256,15,15,15,1.0,False,"[1, 225, 34, 70, 199, 200, 108, 270, 272, 17, 113, 277, 281, 28, 57]",mc_n300_p01_k15,ClassicalClique,0,0,1.2218616629979806,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k15_004,maximum_clique,15.0,0.10304670099867508,2000,15,15,1.0,False,"[225, 1, 34, 70, 199, 200, 108, 270, 272, 113, 17, 277, 281, 28, 57]",mc_n300_p01_k15,SimulatedAnnealing,0,0,1.3880428039992694,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p01_k15_004,maximum_clique,15.0,0.6130187080052565,14,15,15,1.0,False,"[225, 34, 1, 70, 199, 200, 108, 270, 272, 113, 17, 277, 281, 28, 57]",mc_n300_p01_k15,QuantumGreedy_krylov_m30,0,0,1.6857727669994347,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p01_k15_003,maximum_clique,15.0,3.656144836997555,14,15,15,1.0,False,"[1, 161, 228, 6, 73, 41, 42, 201, 173, 45, 170, 50, 246, 218, 284]",mc_n300_p01_k15,QuantumGreedy_cheb_d50,1,1,4.93916316999821,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalClique,mc_n300_p01_k15_004,maximum_clique,15.0,0.06309274899831507,15,15,15,1.0,False,"[1, 225, 34, 70, 199, 200, 108, 270, 272, 17, 113, 277, 281, 28, 57]",mc_n300_p01_k15,ClassicalClique,1,1,0.9764075040002353,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
ClassicalDegree,mc_n300_p01_k15_004,maximum_clique,15.0,0.005235412005276885,15,15,15,1.0,False,"[225, 34, 1, 70, 199, 200, 108, 270, 272, 113, 17, 277, 281, 28, 57]",mc_n300_p01_k15,ClassicalDegree,1,1,1.2571159590006573,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
SimulatedAnnealing,mc_n300_p01_k15_004,maximum_clique,4.0,0.14410418499755906,2000,4,15,0.0,False,"[248, 177, 154, 111]",mc_n300_p01_k15,SimulatedAnnealing,1,1,1.9925681979948422,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p01_k15_004,maximum_clique,15.0,0.5526256550001563,14,15,15,1.0,False,"[225, 34, 1, 70, 199, 200, 108, 270, 272, 113, 17, 277, 281, 28, 57]",mc_n300_p01_k15,QuantumGreedy_krylov_m30,1,1,1.7445479029993294,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p01_k15_004,maximum_clique,15.0,3.4721857010008534,14,15,15,1.0,False,"[225, 34, 1, 70, 199, 200, 108, 270, 272, 113, 17, 277, 281, 28, 57]",mc_n300_p01_k15,QuantumGreedy_cheb_d50,0,0,4.59358290900127,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n300_p01_k20_000,maximum_clique,20.0,0.0035855550013366155,20,20,20,1.0,False,"[0, 141, 143, 275, 30, 31, 41, 169, 49, 56, 206, 88, 216, 219, 227, 233, 235, 122, 125, 255]",mc_n300_p01_k20,ClassicalDegree,0,0,1.1433585329941707,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p01_k20_000,maximum_clique,20.0,0.11209376100305235,20,20,20,1.0,False,"[0, 141, 143, 275, 30, 31, 41, 169, 49, 56, 206, 88, 216, 219, 227, 233, 235, 122, 125, 255]",mc_n300_p01_k20,ClassicalClique,0,0,1.3801879180027754,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k20_000,maximum_clique,20.0,0.0708980259951204,2000,20,20,1.0,False,"[0, 141, 206, 143, 275, 88, 216, 219, 30, 31, 227, 169, 41, 233, 235, 49, 56, 122, 125, 255]",mc_n300_p01_k20,SimulatedAnnealing,0,0,1.6334450229987851,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p01_k20_000,maximum_clique,20.0,0.7587302780011669,19,20,20,1.0,False,"[0, 141, 143, 275, 30, 31, 169, 41, 49, 56, 206, 88, 216, 219, 227, 233, 235, 122, 125, 255]",mc_n300_p01_k20,QuantumGreedy_krylov_m30,0,0,1.8068878749982105,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p01_k15_004,maximum_clique,15.0,3.0413421029952588,14,15,15,1.0,False,"[225, 34, 1, 70, 199, 200, 108, 270, 272, 113, 17, 277, 281, 28, 57]",mc_n300_p01_k15,QuantumGreedy_cheb_d50,1,1,4.165909060000558,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n300_p01_k20_000,maximum_clique,20.0,0.005576673996984027,20,20,20,1.0,False,"[0, 141, 143, 275, 30, 31, 41, 169, 49, 56, 206, 88, 216, 219, 227, 233, 235, 122, 125, 255]",mc_n300_p01_k20,ClassicalDegree,1,1,1.3907990609950502,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p01_k20_000,maximum_clique,20.0,0.061132611001085024,20,20,20,1.0,False,"[0, 141, 143, 275, 30, 31, 41, 169, 49, 56, 206, 88, 216, 219, 227, 233, 235, 122, 125, 255]",mc_n300_p01_k20,ClassicalClique,1,1,1.3722893500016653,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k20_000,maximum_clique,20.0,0.11629116100084502,2000,20,20,1.0,False,"[0, 141, 206, 143, 275, 88, 216, 219, 30, 31, 227, 233, 41, 169, 235, 49, 56, 122, 125, 255]",mc_n300_p01_k20,SimulatedAnnealing,1,1,1.6520803759995033,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p01_k20_000,maximum_clique,20.0,0.8784869720038841,19,20,20,1.0,False,"[0, 141, 143, 275, 30, 31, 169, 41, 49, 56, 206, 88, 216, 219, 227, 233, 235, 122, 125, 255]",mc_n300_p01_k20,QuantumGreedy_krylov_m30,1,1,2.4890984009980457,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p01_k20_000,maximum_clique,20.0,4.638197887004935,19,20,20,1.0,False,"[0, 141, 143, 275, 30, 31, 169, 41, 49, 56, 206, 88, 216, 219, 227, 233, 235, 122, 125, 255]",mc_n300_p01_k20,QuantumGreedy_cheb_d50,0,0,6.236051150001003,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n300_p01_k20_001,maximum_clique,20.0,0.005643824995786417,20,20,20,1.0,False,"[261, 264, 9, 15, 144, 145, 280, 155, 288, 162, 172, 181, 188, 74, 76, 218, 226, 230, 244, 122]",mc_n300_p01_k20,ClassicalDegree,0,0,1.7687614120004582,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p01_k20_001,maximum_clique,20.0,0.07455376199504826,20,20,20,1.0,False,"[261, 264, 9, 15, 144, 145, 280, 155, 288, 162, 172, 181, 188, 74, 76, 218, 226, 230, 244, 122]",mc_n300_p01_k20,ClassicalClique,0,0,1.310015218994522,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
QuantumGreedy(cheb_d50),mc_n300_p01_k20_000,maximum_clique,20.0,3.0629423550053616,19,20,20,1.0,False,"[0, 141, 143, 275, 30, 31, 169, 41, 49, 56, 206, 88, 216, 219, 227, 233, 235, 122, 125, 255]",mc_n300_p01_k20,QuantumGreedy_cheb_d50,1,1,4.28408549100277,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
SimulatedAnnealing,mc_n300_p01_k20_001,maximum_clique,20.0,0.17898883700399892,2000,20,20,1.0,False,"[261, 264, 9, 74, 76, 15, 144, 145, 280, 218, 155, 288, 162, 226, 230, 172, 244, 181, 122, 188]",mc_n300_p01_k20,SimulatedAnnealing,0,0,1.5523468469982618,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p01_k20_001,maximum_clique,20.0,0.6207013629973517,19,20,20,1.0,False,"[261, 264, 9, 15, 144, 145, 280, 155, 288, 162, 172, 181, 188, 74, 76, 218, 226, 230, 244, 122]",mc_n300_p01_k20,QuantumGreedy_krylov_m30,0,0,1.9187074630026473,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
