algorithm,sample_id,task_type,objective,runtime,iterations,solution_size,answer_size,recall,timed_out,solution,K,n_seeds_tried,source_label,algo_key,run_id,seed,wall_time,n,mode,family,method_tag,display_name
MS_Degree(K=30),mc_n300_p005_k15_002,maximum_clique,15.0,0.12900440100202104,245,15,15,1.0,False,"[228, 4, 135, 44, 108, 141, 207, 239, 176, 19, 214, 153, 285, 158, 191]",30,30.0,mc_n300_p005_k15,MS_Degree_K30,0,0,1.3165662569954293,300,external,MS_Degree,N/A,MS_Degree
MS_Degree(K=20),mc_n300_p005_k15_002,maximum_clique,15.0,0.11762109800474718,209,15,15,1.0,False,"[228, 4, 135, 44, 108, 141, 207, 239, 176, 19, 214, 153, 285, 158, 191]",20,20.0,mc_n300_p005_k15,MS_Degree_K20,0,0,1.509524926004815,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=30),mc_n300_p005_k15_002,maximum_clique,15.0,0.14387742699909722,87,15,15,1.0,False,"[4, 228, 135, 108, 44, 141, 207, 239, 176, 19, 214, 153, 285, 158, 191]",30,30.0,mc_n300_p005_k15,MS_Random_K30,0,0,1.4524002640027902,300,external,MS_Random,N/A,MS_Random
"MS_CTQW(K=5,krylov_m30)",mc_n300_p005_k15_002,maximum_clique,4.0,0.09351661099935882,11,4,15,0.0,False,"[169, 274, 250, 105]",5,5.0,mc_n300_p005_k15,MS_CTQW_K5_krylov_m30,0,0,1.6795882310034358,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,krylov_m30)",mc_n300_p005_k15_002,maximum_clique,15.0,0.0573458840008243,34,15,15,1.0,False,"[228, 4, 135, 108, 141, 44, 207, 239, 176, 19, 214, 153, 285, 158, 191]",10,10.0,mc_n300_p005_k15,MS_CTQW_K10_krylov_m30,0,0,1.5257587659943965,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=5,cheb_d50)",mc_n300_p005_k15_002,maximum_clique,4.0,0.45735636400058866,11,4,15,0.0,False,"[169, 274, 250, 105]",5,5.0,mc_n300_p005_k15,MS_CTQW_K5_cheb_d50,0,0,1.8973994359985227,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",mc_n300_p005_k15_002,maximum_clique,15.0,0.17178643099759938,78,15,15,1.0,False,"[228, 4, 135, 108, 141, 44, 207, 239, 176, 19, 214, 153, 285, 158, 191]",20,20.0,mc_n300_p005_k15,MS_CTQW_K20_krylov_m30,0,0,2.0295019280019915,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",mc_n300_p005_k15_002,maximum_clique,15.0,0.6359191029987414,34,15,15,1.0,False,"[228, 4, 135, 108, 141, 44, 207, 239, 176, 19, 214, 153, 285, 158, 191]",10,10.0,mc_n300_p005_k15,MS_CTQW_K10_cheb_d50,0,0,2.2456083850047435,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=30,krylov_m30)",mc_n300_p005_k15_002,maximum_clique,15.0,0.25686962000327185,111,15,15,1.0,False,"[228, 4, 135, 108, 141, 44, 207, 239, 176, 19, 214, 153, 285, 158, 191]",30,30.0,mc_n300_p005_k15,MS_CTQW_K30_krylov_m30,0,0,1.7880422399975942,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
MS_Random(K=5),mc_n300_p005_k15_002,maximum_clique,3.0,0.0053340129961725324,10,3,15,0.0,False,"[152, 56, 160]",5,5.0,mc_n300_p005_k15,MS_Random_K5,1,1,1.2563079429965,300,external,MS_Random,N/A,MS_Random
"MS_CTQW(K=20,cheb_d50)",mc_n300_p005_k15_002,maximum_clique,15.0,0.7745387579998351,78,15,15,1.0,False,"[228, 4, 135, 108, 141, 44, 207, 239, 176, 19, 214, 153, 285, 158, 191]",20,20.0,mc_n300_p005_k15,MS_CTQW_K20_cheb_d50,0,0,2.951971461996436,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
ClassicalClique,mc_n300_p005_k15_002,maximum_clique,15.0,0.013845886001945473,15,15,15,1.0,False,"[228, 4, 135, 44, 108, 141, 207, 239, 176, 19, 214, 153, 285, 158, 191]",0,,mc_n300_p005_k15,ClassicalClique,1,1,1.8632471899982193,300,external,ClassicalClique,N/A,ClassicalClique
"MS_CTQW(K=30,cheb_d50)",mc_n300_p005_k15_002,maximum_clique,15.0,0.5561796969996067,111,15,15,1.0,False,"[228, 4, 135, 108, 141, 44, 207, 239, 176, 19, 214, 153, 285, 158, 191]",30,30.0,mc_n300_p005_k15,MS_CTQW_K30_cheb_d50,0,0,2.5081414509986644,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
MS_Degree(K=5),mc_n300_p005_k15_002,maximum_clique,15.0,0.022570471999642905,70,15,15,1.0,False,"[228, 4, 135, 44, 108, 141, 207, 239, 176, 19, 214, 153, 285, 158, 191]",5,5.0,mc_n300_p005_k15,MS_Degree_K5,1,1,1.3022235149983317,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=10),mc_n300_p005_k15_002,maximum_clique,4.0,0.010689005001040641,22,4,15,0.2,False,"[176, 282, 228, 191]",10,10.0,mc_n300_p005_k15,MS_Random_K10,1,1,1.229479198998888,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=10),mc_n300_p005_k15_002,maximum_clique,15.0,0.02800234599999385,140,15,15,1.0,False,"[228, 4, 135, 44, 108, 141, 207, 239, 176, 19, 214, 153, 285, 158, 191]",10,10.0,mc_n300_p005_k15,MS_Degree_K10,1,1,1.3248996880065533,300,external,MS_Degree,N/A,MS_Degree
MS_Degree(K=20),mc_n300_p005_k15_002,maximum_clique,15.0,0.12756118600373156,209,15,15,1.0,False,"[228, 4, 135, 44, 108, 141, 207, 239, 176, 19, 214, 153, 285, 158, 191]",20,20.0,mc_n300_p005_k15,MS_Degree_K20,1,1,1.4592817619995913,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=20),mc_n300_p005_k15_002,maximum_clique,15.0,0.0997524929989595,52,15,15,1.0,False,"[228, 4, 135, 108, 44, 141, 207, 176, 239, 19, 214, 153, 285, 158, 191]",20,20.0,mc_n300_p005_k15,MS_Random_K20,1,1,1.741734103001363,300,external,MS_Random,N/A,MS_Random
MS_Random(K=30),mc_n300_p005_k15_002,maximum_clique,15.0,0.09614432600210421,77,15,15,1.0,False,"[228, 4, 135, 108, 141, 44, 207, 239, 176, 19, 214, 153, 285, 158, 191]",30,30.0,mc_n300_p005_k15,MS_Random_K30,1,1,1.3792061229978572,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=30),mc_n300_p005_k15_002,maximum_clique,15.0,0.14774308500636835,245,15,15,1.0,False,"[228, 4, 135, 44, 108, 141, 207, 239, 176, 19, 214, 153, 285, 158, 191]",30,30.0,mc_n300_p005_k15,MS_Degree_K30,1,1,1.9212951219960814,300,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=5,krylov_m30)",mc_n300_p005_k15_002,maximum_clique,4.0,0.05848325500119245,11,4,15,0.0,False,"[169, 274, 250, 105]",5,5.0,mc_n300_p005_k15,MS_CTQW_K5_krylov_m30,1,1,1.547455350002565,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,krylov_m30)",mc_n300_p005_k15_002,maximum_clique,15.0,0.09225011899980018,34,15,15,1.0,False,"[228, 4, 135, 108, 141, 44, 207, 239, 176, 19, 214, 153, 285, 158, 191]",10,10.0,mc_n300_p005_k15,MS_CTQW_K10_krylov_m30,1,1,1.541260919002525,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=5,cheb_d50)",mc_n300_p005_k15_002,maximum_clique,4.0,0.6769166670055711,11,4,15,0.0,False,"[169, 274, 250, 105]",5,5.0,mc_n300_p005_k15,MS_CTQW_K5_cheb_d50,1,1,1.9225822839944158,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=10,cheb_d50)",mc_n300_p005_k15_002,maximum_clique,15.0,0.6602876530014328,34,15,15,1.0,False,"[228, 4, 135, 108, 141, 44, 207, 239, 176, 19, 214, 153, 285, 158, 191]",10,10.0,mc_n300_p005_k15,MS_CTQW_K10_cheb_d50,1,1,2.4056763319968013,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",mc_n300_p005_k15_002,maximum_clique,15.0,0.33460661500430433,78,15,15,1.0,False,"[228, 4, 135, 108, 141, 44, 207, 239, 176, 19, 214, 153, 285, 158, 191]",20,20.0,mc_n300_p005_k15,MS_CTQW_K20_krylov_m30,1,1,2.172843649001152,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=30,krylov_m30)",mc_n300_p005_k15_002,maximum_clique,15.0,0.2616296769992914,111,15,15,1.0,False,"[228, 4, 135, 108, 141, 44, 207, 239, 176, 19, 214, 153, 285, 158, 191]",30,30.0,mc_n300_p005_k15,MS_CTQW_K30_krylov_m30,1,1,1.9724081649983418,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",mc_n300_p005_k15_002,maximum_clique,15.0,0.5657737010042183,78,15,15,1.0,False,"[228, 4, 135, 108, 141, 44, 207, 239, 176, 19, 214, 153, 285, 158, 191]",20,20.0,mc_n300_p005_k15,MS_CTQW_K20_cheb_d50,1,1,2.5684911560019827,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
ClassicalClique,mc_n300_p005_k15_003,maximum_clique,15.0,0.010628174000885338,15,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",0,,mc_n300_p005_k15,ClassicalClique,0,0,1.3535918310008128,300,external,ClassicalClique,N/A,ClassicalClique
"MS_CTQW(K=30,cheb_d50)",mc_n300_p005_k15_002,maximum_clique,15.0,0.7029494029993657,111,15,15,1.0,False,"[228, 4, 135, 108, 141, 44, 207, 239, 176, 19, 214, 153, 285, 158, 191]",30,30.0,mc_n300_p005_k15,MS_CTQW_K30_cheb_d50,1,1,2.456639364005241,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
MS_Degree(K=5),mc_n300_p005_k15_003,maximum_clique,15.0,0.013769815006526187,70,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",5,5.0,mc_n300_p005_k15,MS_Degree_K5,0,0,1.2147859139950015,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=5),mc_n300_p005_k15_003,maximum_clique,5.0,0.004423894002684392,12,5,15,0.26666666666666666,False,"[296, 80, 275, 116, 62]",5,5.0,mc_n300_p005_k15,MS_Random_K5,0,0,1.6799044740037061,300,external,MS_Random,N/A,MS_Random
MS_Random(K=10),mc_n300_p005_k15_003,maximum_clique,3.0,0.007472794000932481,20,3,15,0.0,False,"[233, 22, 247]",10,10.0,mc_n300_p005_k15,MS_Random_K10,0,0,1.3948482369960402,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=10),mc_n300_p005_k15_003,maximum_clique,15.0,0.04213771499780705,140,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",10,10.0,mc_n300_p005_k15,MS_Degree_K10,0,0,1.4267448210011935,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=20),mc_n300_p005_k15_003,maximum_clique,4.0,0.08618364900030429,41,4,15,0.06666666666666667,False,"[296, 55, 78, 87]",20,20.0,mc_n300_p005_k15,MS_Random_K20,0,0,1.3373625709937187,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=20),mc_n300_p005_k15_003,maximum_clique,15.0,0.15765315300086513,220,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",20,20.0,mc_n300_p005_k15,MS_Degree_K20,0,0,1.5028409399965312,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=30),mc_n300_p005_k15_003,maximum_clique,15.0,0.12407402200187789,110,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",30,30.0,mc_n300_p005_k15,MS_Random_K30,0,0,1.5221798610000405,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=30),mc_n300_p005_k15_003,maximum_clique,15.0,0.1756169489963213,240,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",30,30.0,mc_n300_p005_k15,MS_Degree_K30,0,0,1.6125308410046273,300,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=5,krylov_m30)",mc_n300_p005_k15_003,maximum_clique,15.0,0.11603612299950328,70,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",5,5.0,mc_n300_p005_k15,MS_CTQW_K5_krylov_m30,0,0,1.7887402569976985,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=5,cheb_d50)",mc_n300_p005_k15_003,maximum_clique,15.0,0.6576934269978665,70,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",5,5.0,mc_n300_p005_k15,MS_CTQW_K5_cheb_d50,0,0,2.0290831029997207,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=10,krylov_m30)",mc_n300_p005_k15_003,maximum_clique,15.0,0.10154348999640206,104,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",10,10.0,mc_n300_p005_k15,MS_CTQW_K10_krylov_m30,0,0,1.6990495329955593,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,krylov_m30)",mc_n300_p005_k15_003,maximum_clique,15.0,0.2141903599986108,184,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",20,20.0,mc_n300_p005_k15,MS_CTQW_K20_krylov_m30,0,0,1.6862839870009338,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",mc_n300_p005_k15_003,maximum_clique,15.0,0.6245812810011557,104,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",10,10.0,mc_n300_p005_k15,MS_CTQW_K10_cheb_d50,0,0,2.234136313003546,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=30,krylov_m30)",mc_n300_p005_k15_003,maximum_clique,15.0,0.21840300100302557,217,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",30,30.0,mc_n300_p005_k15,MS_CTQW_K30_krylov_m30,0,0,1.5303924519976135,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",mc_n300_p005_k15_003,maximum_clique,15.0,0.6740644790043007,184,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",20,20.0,mc_n300_p005_k15,MS_CTQW_K20_cheb_d50,0,0,2.4142038759964635,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
MS_Random(K=5),mc_n300_p005_k15_003,maximum_clique,5.0,0.0070818399981362745,12,5,15,0.26666666666666666,False,"[139, 140, 48, 116, 222]",5,5.0,mc_n300_p005_k15,MS_Random_K5,1,1,1.4182522670016624,300,external,MS_Random,N/A,MS_Random
"MS_CTQW(K=30,cheb_d50)",mc_n300_p005_k15_003,maximum_clique,15.0,0.574394397001015,217,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",30,30.0,mc_n300_p005_k15,MS_CTQW_K30_cheb_d50,0,0,2.1135821049974766,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
ClassicalClique,mc_n300_p005_k15_003,maximum_clique,15.0,0.01167565499781631,15,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",0,,mc_n300_p005_k15,ClassicalClique,1,1,1.868010776997835,300,external,ClassicalClique,N/A,ClassicalClique
MS_Degree(K=5),mc_n300_p005_k15_003,maximum_clique,15.0,0.01503131800564006,70,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",5,5.0,mc_n300_p005_k15,MS_Degree_K5,1,1,1.418080055002065,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=10),mc_n300_p005_k15_003,maximum_clique,4.0,0.03590199400059646,22,4,15,0.0,False,"[266, 260, 36, 93]",10,10.0,mc_n300_p005_k15,MS_Random_K10,1,1,1.3807805280011962,300,external,MS_Random,N/A,MS_Random
MS_Random(K=20),mc_n300_p005_k15_003,maximum_clique,5.0,0.10224832700623665,43,5,15,0.26666666666666666,False,"[296, 80, 275, 116, 62]",20,20.0,mc_n300_p005_k15,MS_Random_K20,1,1,1.504661118000513,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=10),mc_n300_p005_k15_003,maximum_clique,15.0,0.04003764400113141,140,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",10,10.0,mc_n300_p005_k15,MS_Degree_K10,1,1,1.5218595990008907,300,external,MS_Degree,N/A,MS_Degree
MS_Degree(K=20),mc_n300_p005_k15_003,maximum_clique,15.0,0.1625943510007346,220,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",20,20.0,mc_n300_p005_k15,MS_Degree_K20,1,1,1.5462770479934989,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=30),mc_n300_p005_k15_003,maximum_clique,15.0,0.10605551400658442,98,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",30,30.0,mc_n300_p005_k15,MS_Random_K30,1,1,1.4225373000008403,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=30),mc_n300_p005_k15_003,maximum_clique,15.0,0.13230573299370008,240,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",30,30.0,mc_n300_p005_k15,MS_Degree_K30,1,1,1.3593083870000555,300,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=10,krylov_m30)",mc_n300_p005_k15_003,maximum_clique,15.0,0.10988518199883401,104,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",10,10.0,mc_n300_p005_k15,MS_CTQW_K10_krylov_m30,1,1,1.4083419390008203,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=5,cheb_d50)",mc_n300_p005_k15_003,maximum_clique,15.0,0.5245496659990749,70,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",5,5.0,mc_n300_p005_k15,MS_CTQW_K5_cheb_d50,1,1,1.7601128239984973,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=5,krylov_m30)",mc_n300_p005_k15_003,maximum_clique,15.0,0.12183478999941144,70,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",5,5.0,mc_n300_p005_k15,MS_CTQW_K5_krylov_m30,1,1,1.9723388139973395,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",mc_n300_p005_k15_003,maximum_clique,15.0,0.5261700410046615,104,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",10,10.0,mc_n300_p005_k15,MS_CTQW_K10_cheb_d50,1,1,2.247268291997898,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",mc_n300_p005_k15_003,maximum_clique,15.0,0.271310682001058,184,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",20,20.0,mc_n300_p005_k15,MS_CTQW_K20_krylov_m30,1,1,2.1442783679958666,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=30,krylov_m30)",mc_n300_p005_k15_003,maximum_clique,15.0,0.32330057399667567,217,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",30,30.0,mc_n300_p005_k15,MS_CTQW_K30_krylov_m30,1,1,2.119844546999957,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",mc_n300_p005_k15_003,maximum_clique,15.0,0.7834739649988478,184,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",20,20.0,mc_n300_p005_k15,MS_CTQW_K20_cheb_d50,1,1,2.471350469000754,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=30,cheb_d50)",mc_n300_p005_k15_003,maximum_clique,15.0,0.7134131560014794,217,15,15,1.0,False,"[256, 65, 5, 296, 234, 139, 171, 206, 48, 275, 116, 181, 62, 61, 222]",30,30.0,mc_n300_p005_k15,MS_CTQW_K30_cheb_d50,1,1,2.2083256379992235,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
ClassicalClique,mc_n300_p005_k15_004,maximum_clique,15.0,0.011892567003087606,15,15,15,1.0,False,"[160, 288, 192, 200, 203, 76, 142, 47, 273, 116, 244, 277, 248, 189, 255]",0,,mc_n300_p005_k15,ClassicalClique,0,0,1.672592432005331,300,external,ClassicalClique,N/A,ClassicalClique
MS_Random(K=5),mc_n300_p005_k15_004,maximum_clique,15.0,0.006100549995608162,21,15,15,1.0,False,"[160, 288, 192, 200, 203, 76, 142, 47, 273, 116, 244, 277, 248, 189, 255]",5,5.0,mc_n300_p005_k15,MS_Random_K5,0,0,1.4124273609995726,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=5),mc_n300_p005_k15_004,maximum_clique,15.0,0.0289440749984351,70,15,15,1.0,False,"[160, 288, 192, 200, 203, 76, 142, 47, 273, 116, 244, 277, 248, 189, 255]",5,5.0,mc_n300_p005_k15,MS_Degree_K5,0,0,1.2966243589980877,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=10),mc_n300_p005_k15_004,maximum_clique,5.0,0.00804514900664799,23,5,15,0.26666666666666666,False,"[288, 160, 192, 203, 185]",10,10.0,mc_n300_p005_k15,MS_Random_K10,0,0,1.3698687910000444,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=10),mc_n300_p005_k15_004,maximum_clique,15.0,0.03943733900086954,140,15,15,1.0,False,"[160, 288, 192, 200, 203, 76, 142, 47, 273, 116, 244, 277, 248, 189, 255]",10,10.0,mc_n300_p005_k15,MS_Degree_K10,0,0,1.2374341859976994,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=20),mc_n300_p005_k15_004,maximum_clique,15.0,0.08358718400268117,52,15,15,1.0,False,"[160, 288, 192, 200, 203, 76, 142, 47, 273, 116, 244, 277, 248, 189, 255]",20,20.0,mc_n300_p005_k15,MS_Random_K20,0,0,1.3765437069960171,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=20),mc_n300_p005_k15_004,maximum_clique,15.0,0.1413929519985686,221,15,15,1.0,False,"[160, 288, 192, 200, 203, 76, 142, 47, 273, 116, 244, 277, 248, 189, 255]",20,20.0,mc_n300_p005_k15,MS_Degree_K20,0,0,1.4424905960040633,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=30),mc_n300_p005_k15_004,maximum_clique,15.0,0.12341110499983188,84,15,15,1.0,False,"[160, 288, 192, 200, 203, 76, 142, 47, 273, 116, 244, 277, 248, 189, 255]",30,30.0,mc_n300_p005_k15,MS_Random_K30,0,0,1.4226129400049103,300,external,MS_Random,N/A,MS_Random
"MS_CTQW(K=5,krylov_m30)",mc_n300_p005_k15_004,maximum_clique,4.0,0.054545856997719966,11,4,15,0.0,False,"[289, 211, 292, 297]",5,5.0,mc_n300_p005_k15,MS_CTQW_K5_krylov_m30,0,0,1.3447963740036357,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
MS_Degree(K=30),mc_n300_p005_k15_004,maximum_clique,15.0,0.2124897419998888,242,15,15,1.0,False,"[160, 288, 192, 200, 203, 76, 142, 47, 273, 116, 244, 277, 248, 189, 255]",30,30.0,mc_n300_p005_k15,MS_Degree_K30,0,0,1.767800139998144,300,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=5,cheb_d50)",mc_n300_p005_k15_004,maximum_clique,4.0,0.5163276649982436,11,4,15,0.0,False,"[289, 211, 292, 297]",5,5.0,mc_n300_p005_k15,MS_CTQW_K5_cheb_d50,0,0,1.801108268002281,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=10,krylov_m30)",mc_n300_p005_k15_004,maximum_clique,15.0,0.06377844799862942,34,15,15,1.0,False,"[160, 288, 192, 200, 203, 76, 142, 47, 273, 116, 244, 277, 248, 189, 255]",10,10.0,mc_n300_p005_k15,MS_CTQW_K10_krylov_m30,0,0,1.8492353320034454,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",mc_n300_p005_k15_004,maximum_clique,15.0,0.4951232060047914,34,15,15,1.0,False,"[160, 288, 192, 200, 203, 76, 142, 47, 273, 116, 244, 277, 248, 189, 255]",10,10.0,mc_n300_p005_k15,MS_CTQW_K10_cheb_d50,0,0,2.002729724001256,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",mc_n300_p005_k15_004,maximum_clique,15.0,0.24964848899981007,66,15,15,1.0,False,"[160, 288, 192, 200, 203, 76, 142, 47, 273, 116, 244, 277, 248, 189, 255]",20,20.0,mc_n300_p005_k15,MS_CTQW_K20_krylov_m30,0,0,1.8682575799975893,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",mc_n300_p005_k15_004,maximum_clique,15.0,0.580036272003781,66,15,15,1.0,False,"[160, 288, 192, 200, 203, 76, 142, 47, 273, 116, 244, 277, 248, 189, 255]",20,20.0,mc_n300_p005_k15,MS_CTQW_K20_cheb_d50,0,0,1.7294052919969545,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=30,krylov_m30)",mc_n300_p005_k15_004,maximum_clique,15.0,0.19199606100301025,98,15,15,1.0,False,"[160, 288, 192, 200, 203, 76, 142, 47, 273, 116, 244, 277, 248, 189, 255]",30,30.0,mc_n300_p005_k15,MS_CTQW_K30_krylov_m30,0,0,2.1209553080043406,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=30,cheb_d50)",mc_n300_p005_k15_004,maximum_clique,15.0,0.6118957360013155,98,15,15,1.0,False,"[160, 288, 192, 200, 203, 76, 142, 47, 273, 116, 244, 277, 248, 189, 255]",30,30.0,mc_n300_p005_k15,MS_CTQW_K30_cheb_d50,0,0,2.268236338000861,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
