algorithm,sample_id,task_type,objective,runtime,iterations,solution_size,answer_size,recall,timed_out,solution,K,n_seeds_tried,source_label,algo_key,run_id,seed,wall_time,n,mode,family,method_tag,display_name
MS_Degree(K=20),mc_n500_p005_k30_001,maximum_clique,30.0,0.6329707259938004,580,30,30,1.0,False,"[3, 389, 396, 269, 280, 27, 414, 31, 41, 171, 299, 172, 305, 437, 316, 62, 64, 323, 198, 74, 462, 87, 471, 345, 105, 108, 499, 121, 251, 255]",20,20.0,mc_n500_p005_k30,MS_Degree_K20,1,1,2.0333583660030854,500,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=5,krylov_m30)",mc_n500_p005_k30_001,maximum_clique,30.0,0.21039945300435647,64,30,30,1.0,False,"[3, 389, 396, 269, 280, 27, 414, 31, 41, 171, 299, 172, 305, 437, 316, 62, 64, 323, 198, 74, 462, 87, 471, 345, 105, 108, 499, 121, 251, 255]",5,5.0,mc_n500_p005_k30,MS_CTQW_K5_krylov_m30,1,1,1.6839106690022163,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
MS_Degree(K=30),mc_n500_p005_k30_001,maximum_clique,30.0,1.0691334820003249,870,30,30,1.0,False,"[3, 389, 396, 269, 280, 27, 414, 31, 41, 171, 299, 172, 305, 437, 316, 62, 64, 323, 198, 74, 462, 87, 471, 345, 105, 108, 499, 121, 251, 255]",30,30.0,mc_n500_p005_k30,MS_Degree_K30,1,1,2.53566311999748,500,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=5,cheb_d50)",mc_n500_p005_k30_001,maximum_clique,30.0,0.6346888519983622,64,30,30,1.0,False,"[3, 389, 396, 269, 280, 27, 414, 31, 41, 171, 299, 172, 305, 437, 316, 62, 64, 323, 198, 74, 462, 87, 471, 345, 105, 108, 499, 121, 251, 255]",5,5.0,mc_n500_p005_k30,MS_CTQW_K5_cheb_d50,1,1,2.30317429099523,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=10,krylov_m30)",mc_n500_p005_k30_001,maximum_clique,30.0,0.29923402299755253,128,30,30,1.0,False,"[3, 389, 396, 269, 280, 27, 414, 31, 41, 171, 299, 172, 305, 437, 316, 62, 64, 323, 198, 74, 462, 87, 471, 345, 105, 108, 499, 121, 251, 255]",10,10.0,mc_n500_p005_k30,MS_CTQW_K10_krylov_m30,1,1,1.8273186160004116,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",mc_n500_p005_k30_001,maximum_clique,30.0,0.6154402840038529,128,30,30,1.0,False,"[3, 389, 396, 269, 280, 27, 414, 31, 41, 171, 299, 172, 305, 437, 316, 62, 64, 323, 198, 74, 462, 87, 471, 345, 105, 108, 499, 121, 251, 255]",10,10.0,mc_n500_p005_k30,MS_CTQW_K10_cheb_d50,1,1,2.1142066280008294,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",mc_n500_p005_k30_001,maximum_clique,30.0,0.33130803799576825,262,30,30,1.0,False,"[3, 389, 396, 269, 280, 27, 414, 31, 41, 171, 299, 172, 305, 437, 316, 62, 64, 323, 198, 74, 462, 87, 471, 345, 105, 108, 499, 121, 251, 255]",20,20.0,mc_n500_p005_k30,MS_CTQW_K20_krylov_m30,1,1,2.330167515996436,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=30,krylov_m30)",mc_n500_p005_k30_001,maximum_clique,30.0,0.6100754619983491,338,30,30,1.0,False,"[3, 389, 396, 269, 280, 27, 414, 31, 41, 171, 299, 172, 305, 437, 316, 62, 64, 323, 198, 74, 462, 87, 471, 345, 105, 108, 499, 121, 251, 255]",30,30.0,mc_n500_p005_k30,MS_CTQW_K30_krylov_m30,1,1,1.9515786339979968,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",mc_n500_p005_k30_001,maximum_clique,30.0,0.8426539020001655,262,30,30,1.0,False,"[3, 389, 396, 269, 280, 27, 414, 31, 41, 171, 299, 172, 305, 437, 316, 62, 64, 323, 198, 74, 462, 87, 471, 345, 105, 108, 499, 121, 251, 255]",20,20.0,mc_n500_p005_k30,MS_CTQW_K20_cheb_d50,1,1,2.316247019000002,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
ClassicalClique,mc_n500_p005_k30_002,maximum_clique,30.0,0.11867646299651824,30,30,30,1.0,False,"[129, 261, 263, 391, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",0,,mc_n500_p005_k30,ClassicalClique,0,0,1.930721689001075,500,external,ClassicalClique,N/A,ClassicalClique
"MS_CTQW(K=30,cheb_d50)",mc_n500_p005_k30_001,maximum_clique,30.0,0.8156482869962929,338,30,30,1.0,False,"[3, 389, 396, 269, 280, 27, 414, 31, 41, 171, 299, 172, 305, 437, 316, 62, 64, 323, 198, 74, 462, 87, 471, 345, 105, 108, 499, 121, 251, 255]",30,30.0,mc_n500_p005_k30,MS_CTQW_K30_cheb_d50,1,1,2.428820382003323,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
MS_Random(K=5),mc_n500_p005_k30_002,maximum_clique,5.0,0.08453820800059475,12,5,30,0.13333333333333333,False,"[485, 166, 134, 336, 439]",5,5.0,mc_n500_p005_k30,MS_Random_K5,0,0,1.5694220470031723,500,external,MS_Random,N/A,MS_Random
MS_Degree(K=5),mc_n500_p005_k30_002,maximum_clique,30.0,0.21823677999782376,145,30,30,1.0,False,"[129, 261, 263, 391, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",5,5.0,mc_n500_p005_k30,MS_Degree_K5,0,0,1.6151563960011117,500,external,MS_Degree,N/A,MS_Degree
MS_Random(K=10),mc_n500_p005_k30_002,maximum_clique,5.0,0.10433088299760129,24,5,30,0.13333333333333333,False,"[261, 20, 439, 283, 95]",10,10.0,mc_n500_p005_k30,MS_Random_K10,0,0,1.5441655789982178,500,external,MS_Random,N/A,MS_Random
MS_Random(K=20),mc_n500_p005_k30_002,maximum_clique,5.0,0.1318950830027461,47,5,30,0.13333333333333333,False,"[261, 139, 336, 55, 248]",20,20.0,mc_n500_p005_k30,MS_Random_K20,0,0,1.3800982000029762,500,external,MS_Random,N/A,MS_Random
MS_Degree(K=10),mc_n500_p005_k30_002,maximum_clique,30.0,0.39916637399437604,290,30,30,1.0,False,"[129, 261, 263, 391, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",10,10.0,mc_n500_p005_k30,MS_Degree_K10,0,0,1.7834637150008348,500,external,MS_Degree,N/A,MS_Degree
MS_Degree(K=20),mc_n500_p005_k30_002,maximum_clique,30.0,0.6835439909991692,580,30,30,1.0,False,"[129, 261, 263, 391, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",20,20.0,mc_n500_p005_k30,MS_Degree_K20,0,0,1.9102209589982522,500,external,MS_Degree,N/A,MS_Degree
MS_Random(K=30),mc_n500_p005_k30_002,maximum_clique,30.0,0.2438366810019943,123,30,30,1.0,False,"[129, 261, 263, 391, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",30,30.0,mc_n500_p005_k30,MS_Random_K30,0,0,1.5941156490007415,500,external,MS_Random,N/A,MS_Random
"MS_CTQW(K=5,krylov_m30)",mc_n500_p005_k30_002,maximum_clique,30.0,0.1396003989939345,41,30,30,1.0,False,"[129, 261, 391, 263, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",5,5.0,mc_n500_p005_k30,MS_CTQW_K5_krylov_m30,0,0,1.4165679479992832,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=5,cheb_d50)",mc_n500_p005_k30_002,maximum_clique,30.0,0.6142667120002443,41,30,30,1.0,False,"[129, 261, 391, 263, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",5,5.0,mc_n500_p005_k30,MS_CTQW_K5_cheb_d50,0,0,1.8825650970029528,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
MS_Degree(K=30),mc_n500_p005_k30_002,maximum_clique,30.0,1.2171272629930172,845,30,30,1.0,False,"[129, 261, 263, 391, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",30,30.0,mc_n500_p005_k30,MS_Degree_K30,0,0,2.5880146929994226,500,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=20,krylov_m30)",mc_n500_p005_k30_002,maximum_clique,30.0,0.26237409199529793,106,30,30,1.0,False,"[129, 261, 391, 263, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",20,20.0,mc_n500_p005_k30,MS_CTQW_K20_krylov_m30,0,0,1.6359302589989966,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,krylov_m30)",mc_n500_p005_k30_002,maximum_clique,30.0,0.32209223799873143,78,30,30,1.0,False,"[129, 261, 391, 263, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",10,10.0,mc_n500_p005_k30,MS_CTQW_K10_krylov_m30,0,0,2.072949993998918,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",mc_n500_p005_k30_002,maximum_clique,30.0,0.562398194000707,78,30,30,1.0,False,"[129, 261, 391, 263, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",10,10.0,mc_n500_p005_k30,MS_CTQW_K10_cheb_d50,0,0,2.2616799140014336,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=30,krylov_m30)",mc_n500_p005_k30_002,maximum_clique,30.0,0.3192652299985639,128,30,30,1.0,False,"[129, 261, 391, 263, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",30,30.0,mc_n500_p005_k30,MS_CTQW_K30_krylov_m30,0,0,1.8351401429972611,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",mc_n500_p005_k30_002,maximum_clique,30.0,0.6341954579984304,106,30,30,1.0,False,"[129, 261, 391, 263, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",20,20.0,mc_n500_p005_k30,MS_CTQW_K20_cheb_d50,0,0,2.4795036089999485,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
ClassicalClique,mc_n500_p005_k30_002,maximum_clique,30.0,0.1260362949979026,30,30,30,1.0,False,"[129, 261, 263, 391, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",0,,mc_n500_p005_k30,ClassicalClique,1,1,1.8939619989978382,500,external,ClassicalClique,N/A,ClassicalClique
MS_Random(K=5),mc_n500_p005_k30_002,maximum_clique,4.0,0.0881677249999484,11,4,30,0.0,False,"[17, 282, 227, 351]",5,5.0,mc_n500_p005_k30,MS_Random_K5,1,1,1.6380407000033301,500,external,MS_Random,N/A,MS_Random
"MS_CTQW(K=30,cheb_d50)",mc_n500_p005_k30_002,maximum_clique,30.0,0.6597257679968607,128,30,30,1.0,False,"[129, 261, 391, 263, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",30,30.0,mc_n500_p005_k30,MS_CTQW_K30_cheb_d50,0,0,2.099197631003335,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
MS_Degree(K=5),mc_n500_p005_k30_002,maximum_clique,30.0,0.25389654899481684,145,30,30,1.0,False,"[129, 261, 263, 391, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",5,5.0,mc_n500_p005_k30,MS_Degree_K5,1,1,1.576924239998334,500,external,MS_Degree,N/A,MS_Degree
MS_Random(K=10),mc_n500_p005_k30_002,maximum_clique,5.0,0.19208607300242875,25,5,30,0.13333333333333333,False,"[72, 105, 42, 405, 124]",10,10.0,mc_n500_p005_k30,MS_Random_K10,1,1,1.5647518420009874,500,external,MS_Random,N/A,MS_Random
MS_Random(K=20),mc_n500_p005_k30_002,maximum_clique,30.0,0.21857074300351087,78,30,30,1.0,False,"[129, 261, 263, 391, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",20,20.0,mc_n500_p005_k30,MS_Random_K20,1,1,1.5829291799964267,500,external,MS_Random,N/A,MS_Random
MS_Degree(K=10),mc_n500_p005_k30_002,maximum_clique,30.0,0.34248978800314944,290,30,30,1.0,False,"[129, 261, 263, 391, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",10,10.0,mc_n500_p005_k30,MS_Degree_K10,1,1,1.6913964330015006,500,external,MS_Degree,N/A,MS_Degree
MS_Random(K=30),mc_n500_p005_k30_002,maximum_clique,5.0,0.16487915600009728,70,5,30,0.13333333333333333,False,"[73, 300, 241, 405, 55]",30,30.0,mc_n500_p005_k30,MS_Random_K30,1,1,1.3955892020021565,500,external,MS_Random,N/A,MS_Random
MS_Degree(K=20),mc_n500_p005_k30_002,maximum_clique,30.0,0.6522733750025509,580,30,30,1.0,False,"[129, 261, 263, 391, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",20,20.0,mc_n500_p005_k30,MS_Degree_K20,1,1,1.9727882320003118,500,external,MS_Degree,N/A,MS_Degree
MS_Degree(K=30),mc_n500_p005_k30_002,maximum_clique,30.0,0.8347450639994349,845,30,30,1.0,False,"[129, 261, 263, 391, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",30,30.0,mc_n500_p005_k30,MS_Degree_K30,1,1,2.0262699860031717,500,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=5,krylov_m30)",mc_n500_p005_k30_002,maximum_clique,30.0,0.2174231509998208,41,30,30,1.0,False,"[129, 261, 391, 263, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",5,5.0,mc_n500_p005_k30,MS_CTQW_K5_krylov_m30,1,1,1.586964898997394,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,krylov_m30)",mc_n500_p005_k30_002,maximum_clique,30.0,0.26599186699604616,78,30,30,1.0,False,"[129, 261, 391, 263, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",10,10.0,mc_n500_p005_k30,MS_CTQW_K10_krylov_m30,1,1,1.9675947509967955,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=5,cheb_d50)",mc_n500_p005_k30_002,maximum_clique,30.0,0.9045696690009208,41,30,30,1.0,False,"[129, 261, 391, 263, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",5,5.0,mc_n500_p005_k30,MS_CTQW_K5_cheb_d50,1,1,2.4683182099979604,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",mc_n500_p005_k30_002,maximum_clique,30.0,0.2769456249952782,106,30,30,1.0,False,"[129, 261, 391, 263, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",20,20.0,mc_n500_p005_k30,MS_CTQW_K20_krylov_m30,1,1,1.6558198040002026,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",mc_n500_p005_k30_002,maximum_clique,30.0,0.8680691410045256,78,30,30,1.0,False,"[129, 261, 391, 263, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",10,10.0,mc_n500_p005_k30,MS_CTQW_K10_cheb_d50,1,1,2.748401415999979,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=20,cheb_d50)",mc_n500_p005_k30_002,maximum_clique,30.0,0.5450572129993816,106,30,30,1.0,False,"[129, 261, 391, 263, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",20,20.0,mc_n500_p005_k30,MS_CTQW_K20_cheb_d50,1,1,2.0357527390006,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=30,krylov_m30)",mc_n500_p005_k30_002,maximum_clique,30.0,0.3575805060027051,128,30,30,1.0,False,"[129, 261, 391, 263, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",30,30.0,mc_n500_p005_k30,MS_CTQW_K30_krylov_m30,1,1,1.7968616569996811,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
MS_Random(K=5),mc_n500_p005_k30_003,maximum_clique,4.0,0.10519219200068619,11,4,30,0.0,False,"[236, 189, 134, 359]",5,5.0,mc_n500_p005_k30,MS_Random_K5,0,0,1.450397790002171,500,external,MS_Random,N/A,MS_Random
"MS_CTQW(K=30,cheb_d50)",mc_n500_p005_k30_002,maximum_clique,30.0,0.8000134440007969,128,30,30,1.0,False,"[129, 261, 391, 263, 139, 405, 150, 283, 32, 166, 42, 300, 435, 439, 55, 441, 445, 72, 73, 336, 337, 92, 476, 95, 484, 485, 358, 105, 108, 120]",30,30.0,mc_n500_p005_k30,MS_CTQW_K30_cheb_d50,1,1,2.2326946789980866,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
ClassicalClique,mc_n500_p005_k30_003,maximum_clique,30.0,0.15365181700326502,30,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",0,,mc_n500_p005_k30,ClassicalClique,0,0,1.8090834969989373,500,external,ClassicalClique,N/A,ClassicalClique
MS_Degree(K=5),mc_n500_p005_k30_003,maximum_clique,30.0,0.2154975130033563,145,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",5,5.0,mc_n500_p005_k30,MS_Degree_K5,0,0,1.461426718000439,500,external,MS_Degree,N/A,MS_Degree
MS_Random(K=10),mc_n500_p005_k30_003,maximum_clique,30.0,0.17787682399648475,51,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",10,10.0,mc_n500_p005_k30,MS_Random_K10,0,0,1.4359608579979977,500,external,MS_Random,N/A,MS_Random
MS_Random(K=20),mc_n500_p005_k30_003,maximum_clique,4.0,0.11875933499686653,47,4,30,0.1,False,"[488, 460, 149, 262]",20,20.0,mc_n500_p005_k30,MS_Random_K20,0,0,1.5295991969978786,500,external,MS_Random,N/A,MS_Random
MS_Degree(K=10),mc_n500_p005_k30_003,maximum_clique,30.0,0.3819493440023507,290,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",10,10.0,mc_n500_p005_k30,MS_Degree_K10,0,0,1.6854463649942772,500,external,MS_Degree,N/A,MS_Degree
MS_Random(K=30),mc_n500_p005_k30_003,maximum_clique,30.0,0.25415651200455613,204,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",30,30.0,mc_n500_p005_k30,MS_Random_K30,0,0,1.4321230610003113,500,external,MS_Random,N/A,MS_Random
MS_Degree(K=20),mc_n500_p005_k30_003,maximum_clique,30.0,0.6911515960018733,580,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",20,20.0,mc_n500_p005_k30,MS_Degree_K20,0,0,2.146298152001691,500,external,MS_Degree,N/A,MS_Degree
MS_Degree(K=30),mc_n500_p005_k30_003,maximum_clique,30.0,0.8530543529996066,870,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",30,30.0,mc_n500_p005_k30,MS_Degree_K30,0,0,2.1374759760001325,500,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=5,krylov_m30)",mc_n500_p005_k30_003,maximum_clique,30.0,0.3036907669957145,145,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",5,5.0,mc_n500_p005_k30,MS_CTQW_K5_krylov_m30,0,0,1.748979487005272,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=5,cheb_d50)",mc_n500_p005_k30_003,maximum_clique,30.0,0.5730758579957183,145,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",5,5.0,mc_n500_p005_k30,MS_CTQW_K5_cheb_d50,0,0,2.073269406995678,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=10,krylov_m30)",mc_n500_p005_k30_003,maximum_clique,30.0,0.42969666300632525,290,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",10,10.0,mc_n500_p005_k30,MS_CTQW_K10_krylov_m30,0,0,2.143602976000693,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",mc_n500_p005_k30_003,maximum_clique,30.0,0.638748511999438,290,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",10,10.0,mc_n500_p005_k30,MS_CTQW_K10_cheb_d50,0,0,1.9912886029997026,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",mc_n500_p005_k30_003,maximum_clique,30.0,0.95957231700595,502,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",20,20.0,mc_n500_p005_k30,MS_CTQW_K20_krylov_m30,0,0,2.59381551000115,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",mc_n500_p005_k30_003,maximum_clique,30.0,1.1318520069980877,502,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",20,20.0,mc_n500_p005_k30,MS_CTQW_K20_cheb_d50,0,0,2.5307003109992365,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
ClassicalClique,mc_n500_p005_k30_003,maximum_clique,30.0,0.09805604099528864,30,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",0,,mc_n500_p005_k30,ClassicalClique,1,1,1.5961588190039038,500,external,ClassicalClique,N/A,ClassicalClique
"MS_CTQW(K=30,krylov_m30)",mc_n500_p005_k30_003,maximum_clique,30.0,1.1263371530003496,633,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",30,30.0,mc_n500_p005_k30,MS_CTQW_K30_krylov_m30,0,0,2.613030811000499,500,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=30,cheb_d50)",mc_n500_p005_k30_003,maximum_clique,30.0,1.2074698990036268,633,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",30,30.0,mc_n500_p005_k30,MS_CTQW_K30_cheb_d50,0,0,2.6362997100004577,500,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
MS_Random(K=5),mc_n500_p005_k30_003,maximum_clique,3.0,0.09416032300214283,10,3,30,0.0,False,"[65, 141, 254]",5,5.0,mc_n500_p005_k30,MS_Random_K5,1,1,1.3891701429965906,500,external,MS_Random,N/A,MS_Random
MS_Degree(K=5),mc_n500_p005_k30_003,maximum_clique,30.0,0.1908128399954876,145,30,30,1.0,False,"[258, 260, 262, 401, 146, 151, 411, 29, 170, 298, 181, 312, 313, 62, 63, 68, 71, 458, 203, 460, 80, 84, 221, 222, 488, 233, 364, 238, 369, 118]",5,5.0,mc_n500_p005_k30,MS_Degree_K5,1,1,1.5220171850014594,500,external,MS_Degree,N/A,MS_Degree
