algorithm,sample_id,task_type,objective,runtime,iterations,solution_size,answer_size,recall,timed_out,solution,source_label,algo_key,run_id,seed,wall_time,n,mode,family,method_tag,K,n_seeds_tried,ctqw_seed_reused,beta,display_name
"MS_HybridSeed(K=10,beta=0.5,cheb_d50)",mc_mislead_n100_p005_k10_003,maximum_clique,10.0,0.0159160999974119,75,10,10,0.9,False,"[65, 67, 10, 13, 46, 20, 55, 56, 94, 31]",mc_mislead_n100_p005_k10,MS_HybridSeed_K10_b0p5_cheb_d50,0,0,3.07235380000202,100,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=10,beta=0.75,cheb_d50)",mc_mislead_n100_p005_k10_003,maximum_clique,10.0,0.015400000000227,73,10,10,0.9,False,"[65, 67, 10, 13, 46, 20, 55, 56, 94, 31]",mc_mislead_n100_p005_k10,MS_HybridSeed_K10_b0p75_cheb_d50,0,0,3.0578366999980062,100,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=20,beta=0.25,cheb_d50)",mc_mislead_n100_p005_k10_003,maximum_clique,10.0,0.0274401000024226,141,10,10,0.9,False,"[65, 67, 10, 13, 46, 20, 55, 56, 94, 31]",mc_mislead_n100_p005_k10,MS_HybridSeed_K20_b0p25_cheb_d50,0,0,3.056780499999149,100,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=20,beta=0.5,cheb_d50)",mc_mislead_n100_p005_k10_003,maximum_clique,10.0,0.0285218999997596,141,10,10,0.9,False,"[65, 67, 10, 13, 46, 20, 55, 56, 94, 31]",mc_mislead_n100_p005_k10,MS_HybridSeed_K20_b0p5_cheb_d50,0,0,3.0469316999988223,100,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=20,beta=0.75,cheb_d50)",mc_mislead_n100_p005_k10_003,maximum_clique,10.0,0.0283428000002459,141,10,10,0.9,False,"[65, 67, 10, 13, 46, 20, 55, 56, 94, 31]",mc_mislead_n100_p005_k10,MS_HybridSeed_K20_b0p75_cheb_d50,0,0,3.0858709999993152,100,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
ClassicalClique,mc_mislead_n100_p005_k10_004,maximum_clique,8.0,0.0040712000009079,8,8,10,0.7,False,"[70, 51, 52, 53, 88, 57, 28, 61]",mc_mislead_n100_p005_k10,ClassicalClique,0,0,3.071346900000208,100,external,ClassicalClique,,0,,,,ClassicalClique
MS_Random(K=5),mc_mislead_n100_p005_k10_004,maximum_clique,10.0,0.0056081999973685,18,10,10,1.0,False,"[96, 51, 52, 53, 88, 57, 91, 28, 61, 31]",mc_mislead_n100_p005_k10,MS_Random_K5,0,0,3.0451482999997097,100,external,MS_Random,,5,5.0,,,MS_Random
MS_Degree(K=5),mc_mislead_n100_p005_k10_004,maximum_clique,9.0,0.0092753999997512,37,9,10,0.8,False,"[96, 75, 51, 52, 53, 88, 57, 91, 61]",mc_mislead_n100_p005_k10,MS_Degree_K5,0,0,3.076264200000878,100,external,MS_Degree,,5,5.0,,,MS_Degree
MS_Random(K=10),mc_mislead_n100_p005_k10_004,maximum_clique,9.0,0.0087930999980017,33,9,10,0.8,False,"[96, 17, 52, 53, 88, 57, 91, 61, 31]",mc_mislead_n100_p005_k10,MS_Random_K10,0,0,3.1008153000002494,100,external,MS_Random,,10,10.0,,,MS_Random
MS_Degree(K=10),mc_mislead_n100_p005_k10_004,maximum_clique,9.0,0.0154650000004039,72,9,10,0.8,False,"[96, 75, 51, 52, 53, 88, 57, 91, 61]",mc_mislead_n100_p005_k10,MS_Degree_K10,0,0,3.0496132999978727,100,external,MS_Degree,,10,10.0,,,MS_Degree
MS_Random(K=20),mc_mislead_n100_p005_k10_004,maximum_clique,10.0,0.0189836999998078,94,10,10,1.0,False,"[96, 51, 52, 53, 88, 57, 91, 28, 61, 31]",mc_mislead_n100_p005_k10,MS_Random_K20,0,0,3.0428995000002037,100,external,MS_Random,,20,20.0,,,MS_Random
MS_Degree(K=20),mc_mislead_n100_p005_k10_004,maximum_clique,9.0,0.0278306000000156,138,9,10,0.8,False,"[96, 75, 51, 52, 53, 88, 57, 91, 61]",mc_mislead_n100_p005_k10,MS_Degree_K20,0,0,3.051956600000267,100,external,MS_Degree,,20,20.0,,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",mc_mislead_n100_p005_k10_004,maximum_clique,9.0,0.009253100000933,36,9,10,0.8,False,"[18, 51, 52, 53, 88, 57, 91, 61, 31]",mc_mislead_n100_p005_k10,MS_CTQW_K5_cheb_d50,0,0,3.046462599999358,100,external,MS_CTQW,cheb_d50,5,5.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,cheb_d50)",mc_mislead_n100_p005_k10_004,maximum_clique,9.0,0.0151989000005414,72,9,10,0.8,False,"[18, 51, 52, 53, 88, 57, 91, 61, 31]",mc_mislead_n100_p005_k10,MS_CTQW_K10_cheb_d50,0,0,3.0524788000002445,100,external,MS_CTQW,cheb_d50,10,10.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=20,cheb_d50)",mc_mislead_n100_p005_k10_004,maximum_clique,10.0,0.0276417000022775,136,10,10,1.0,False,"[96, 51, 52, 53, 88, 57, 91, 28, 61, 31]",mc_mislead_n100_p005_k10,MS_CTQW_K20_cheb_d50,0,0,3.0994906999985687,100,external,MS_CTQW,cheb_d50,20,20.0,True,,MS_CTQW_cheb_d50
"MS_HybridSeed(K=5,beta=0.25,cheb_d50)",mc_mislead_n100_p005_k10_004,maximum_clique,9.0,0.0087677999981679,37,9,10,0.8,False,"[18, 51, 52, 53, 88, 57, 91, 61, 31]",mc_mislead_n100_p005_k10,MS_HybridSeed_K5_b0p25_cheb_d50,0,0,3.091347300000052,100,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=5,beta=0.5,cheb_d50)",mc_mislead_n100_p005_k10_004,maximum_clique,9.0,0.008918800001993,36,9,10,0.8,False,"[18, 51, 52, 53, 88, 57, 91, 61, 31]",mc_mislead_n100_p005_k10,MS_HybridSeed_K5_b0p5_cheb_d50,0,0,3.091004800000519,100,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=5,beta=0.75,cheb_d50)",mc_mislead_n100_p005_k10_004,maximum_clique,9.0,0.0088393000005453,36,9,10,0.8,False,"[18, 51, 52, 53, 88, 57, 91, 61, 31]",mc_mislead_n100_p005_k10,MS_HybridSeed_K5_b0p75_cheb_d50,0,0,3.0480921999987918,100,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=10,beta=0.25,cheb_d50)",mc_mislead_n100_p005_k10_004,maximum_clique,9.0,0.014837400001852,72,9,10,0.8,False,"[18, 51, 52, 53, 88, 57, 91, 61, 31]",mc_mislead_n100_p005_k10,MS_HybridSeed_K10_b0p25_cheb_d50,0,0,3.053037300000142,100,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=10,beta=0.5,cheb_d50)",mc_mislead_n100_p005_k10_004,maximum_clique,9.0,0.0154251999992993,72,9,10,0.8,False,"[18, 51, 52, 53, 88, 57, 91, 61, 31]",mc_mislead_n100_p005_k10,MS_HybridSeed_K10_b0p5_cheb_d50,0,0,3.066765999999916,100,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=10,beta=0.75,cheb_d50)",mc_mislead_n100_p005_k10_004,maximum_clique,9.0,0.0159693999994487,72,9,10,0.8,False,"[18, 51, 52, 53, 88, 57, 91, 61, 31]",mc_mislead_n100_p005_k10,MS_HybridSeed_K10_b0p75_cheb_d50,0,0,3.140841399999772,100,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=20,beta=0.25,cheb_d50)",mc_mislead_n100_p005_k10_004,maximum_clique,9.0,0.0277839000009407,138,9,10,0.8,False,"[18, 51, 52, 53, 88, 57, 91, 61, 31]",mc_mislead_n100_p005_k10,MS_HybridSeed_K20_b0p25_cheb_d50,0,0,3.1617808000009973,100,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=20,beta=0.5,cheb_d50)",mc_mislead_n100_p005_k10_004,maximum_clique,9.0,0.0278961000003619,138,9,10,0.8,False,"[18, 51, 52, 53, 88, 57, 91, 61, 31]",mc_mislead_n100_p005_k10,MS_HybridSeed_K20_b0p5_cheb_d50,0,0,3.092281899997033,100,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=20,beta=0.75,cheb_d50)",mc_mislead_n100_p005_k10_004,maximum_clique,9.0,0.0281243000026734,138,9,10,0.8,False,"[18, 51, 52, 53, 88, 57, 91, 61, 31]",mc_mislead_n100_p005_k10,MS_HybridSeed_K20_b0p75_cheb_d50,0,0,3.106079700002738,100,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
ClassicalClique,mc_mislead_n100_p01_k10_000,maximum_clique,9.0,0.0044054999998479,9,9,10,0.8,False,"[0, 33, 7, 48, 17, 20, 54, 22, 87]",mc_mislead_n100_p01_k10,ClassicalClique,0,0,3.07691160000104,100,external,ClassicalClique,,0,,,,ClassicalClique
MS_Random(K=5),mc_mislead_n100_p01_k10_000,maximum_clique,9.0,0.0073551999994379,26,9,10,0.8,False,"[96, 33, 48, 17, 22, 54, 87, 60, 30]",mc_mislead_n100_p01_k10,MS_Random_K5,0,0,3.0971122000009927,100,external,MS_Random,,5,5.0,,,MS_Random
MS_Degree(K=5),mc_mislead_n100_p01_k10_000,maximum_clique,9.0,0.0102824999994481,39,9,10,0.8,False,"[96, 33, 70, 48, 20, 22, 54, 87, 60]",mc_mislead_n100_p01_k10,MS_Degree_K5,0,0,3.100875699998141,100,external,MS_Degree,,5,5.0,,,MS_Degree
MS_Random(K=10),mc_mislead_n100_p01_k10_000,maximum_clique,10.0,0.0106436999994912,45,10,10,0.9,False,"[96, 33, 7, 48, 17, 54, 87, 22, 56, 60]",mc_mislead_n100_p01_k10,MS_Random_K10,0,0,3.043936800000665,100,external,MS_Random,,10,10.0,,,MS_Random
MS_Degree(K=10),mc_mislead_n100_p01_k10_000,maximum_clique,9.0,0.016553900000872,73,9,10,0.8,False,"[96, 33, 70, 48, 20, 22, 54, 87, 60]",mc_mislead_n100_p01_k10,MS_Degree_K10,0,0,3.0687450999976136,100,external,MS_Degree,,10,10.0,,,MS_Degree
MS_Random(K=20),mc_mislead_n100_p01_k10_000,maximum_clique,10.0,0.0182027000009838,86,10,10,0.9,False,"[96, 33, 7, 48, 17, 54, 22, 87, 56, 60]",mc_mislead_n100_p01_k10,MS_Random_K20,0,0,3.0511805999994976,100,external,MS_Random,,20,20.0,,,MS_Random
MS_Degree(K=20),mc_mislead_n100_p01_k10_000,maximum_clique,10.0,0.0298187999978836,142,10,10,0.9,False,"[96, 33, 7, 48, 17, 54, 22, 56, 87, 60]",mc_mislead_n100_p01_k10,MS_Degree_K20,0,0,3.059236000000965,100,external,MS_Degree,,20,20.0,,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",mc_mislead_n100_p01_k10_000,maximum_clique,9.0,0.0094843000006221,38,9,10,0.8,False,"[96, 33, 70, 48, 20, 22, 54, 87, 60]",mc_mislead_n100_p01_k10,MS_CTQW_K5_cheb_d50,0,0,3.0998647999986133,100,external,MS_CTQW,cheb_d50,5,5.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,cheb_d50)",mc_mislead_n100_p01_k10_000,maximum_clique,9.0,0.0163585999980568,74,9,10,0.8,False,"[96, 33, 70, 48, 20, 22, 54, 87, 60]",mc_mislead_n100_p01_k10,MS_CTQW_K10_cheb_d50,0,0,3.102439400001458,100,external,MS_CTQW,cheb_d50,10,10.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=20,cheb_d50)",mc_mislead_n100_p01_k10_000,maximum_clique,10.0,0.0299832000018795,142,10,10,0.9,False,"[96, 33, 7, 48, 17, 54, 22, 56, 87, 60]",mc_mislead_n100_p01_k10,MS_CTQW_K20_cheb_d50,0,0,3.0869482999987667,100,external,MS_CTQW,cheb_d50,20,20.0,True,,MS_CTQW_cheb_d50
"MS_HybridSeed(K=5,beta=0.25,cheb_d50)",mc_mislead_n100_p01_k10_000,maximum_clique,9.0,0.0097887000010814,39,9,10,0.8,False,"[96, 33, 70, 48, 20, 22, 54, 87, 60]",mc_mislead_n100_p01_k10,MS_HybridSeed_K5_b0p25_cheb_d50,0,0,3.0844584999977087,100,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=5,beta=0.5,cheb_d50)",mc_mislead_n100_p01_k10_000,maximum_clique,9.0,0.0093822000017098,38,9,10,0.8,False,"[96, 33, 70, 48, 20, 22, 54, 87, 60]",mc_mislead_n100_p01_k10,MS_HybridSeed_K5_b0p5_cheb_d50,0,0,3.053410199998325,100,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=5,beta=0.75,cheb_d50)",mc_mislead_n100_p01_k10_000,maximum_clique,9.0,0.0095653999997011,38,9,10,0.8,False,"[96, 33, 70, 48, 20, 22, 54, 87, 60]",mc_mislead_n100_p01_k10,MS_HybridSeed_K5_b0p75_cheb_d50,0,0,3.071420299998863,100,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=10,beta=0.25,cheb_d50)",mc_mislead_n100_p01_k10_000,maximum_clique,9.0,0.01658099999986,73,9,10,0.8,False,"[96, 33, 70, 48, 20, 22, 54, 87, 60]",mc_mislead_n100_p01_k10,MS_HybridSeed_K10_b0p25_cheb_d50,0,0,3.0669314000006125,100,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=10,beta=0.5,cheb_d50)",mc_mislead_n100_p01_k10_000,maximum_clique,9.0,0.0160694000005605,73,9,10,0.8,False,"[96, 33, 70, 48, 20, 22, 54, 87, 60]",mc_mislead_n100_p01_k10,MS_HybridSeed_K10_b0p5_cheb_d50,0,0,3.0942298999980267,100,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=10,beta=0.75,cheb_d50)",mc_mislead_n100_p01_k10_000,maximum_clique,9.0,0.0191677000002528,74,9,10,0.8,False,"[96, 33, 70, 48, 20, 22, 54, 87, 60]",mc_mislead_n100_p01_k10,MS_HybridSeed_K10_b0p75_cheb_d50,0,0,3.1567834000015864,100,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=20,beta=0.25,cheb_d50)",mc_mislead_n100_p01_k10_000,maximum_clique,10.0,0.0292800000024726,142,10,10,0.9,False,"[96, 33, 7, 48, 17, 54, 22, 56, 87, 60]",mc_mislead_n100_p01_k10,MS_HybridSeed_K20_b0p25_cheb_d50,0,0,3.16563909999968,100,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=20,beta=0.5,cheb_d50)",mc_mislead_n100_p01_k10_000,maximum_clique,10.0,0.0366159000004699,142,10,10,0.9,False,"[96, 33, 7, 48, 17, 54, 22, 56, 87, 60]",mc_mislead_n100_p01_k10,MS_HybridSeed_K20_b0p5_cheb_d50,0,0,3.2611092000006465,100,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=20,beta=0.75,cheb_d50)",mc_mislead_n100_p01_k10_000,maximum_clique,10.0,0.0296636000020953,142,10,10,0.9,False,"[96, 33, 7, 48, 17, 54, 22, 56, 87, 60]",mc_mislead_n100_p01_k10,MS_HybridSeed_K20_b0p75_cheb_d50,0,0,3.2960321999999,100,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
ClassicalClique,mc_mislead_n100_p01_k10_001,maximum_clique,4.0,0.0043159999986528,4,4,10,0.0,False,"[89, 3, 54, 9]",mc_mislead_n100_p01_k10,ClassicalClique,0,0,3.129988199998479,100,external,ClassicalClique,,0,,,,ClassicalClique
MS_Random(K=5),mc_mislead_n100_p01_k10_001,maximum_clique,10.0,0.0065885000003618,23,10,10,0.9,False,"[40, 72, 42, 79, 48, 16, 83, 55, 26, 27]",mc_mislead_n100_p01_k10,MS_Random_K5,0,0,3.0779038000000583,100,external,MS_Random,,5,5.0,,,MS_Random
MS_Degree(K=5),mc_mislead_n100_p01_k10_001,maximum_clique,10.0,0.0099555999986478,36,10,10,0.9,False,"[72, 40, 42, 79, 16, 48, 83, 55, 26, 27]",mc_mislead_n100_p01_k10,MS_Degree_K5,0,0,3.123669200002041,100,external,MS_Degree,,5,5.0,,,MS_Degree
MS_Random(K=10),mc_mislead_n100_p01_k10_001,maximum_clique,9.0,0.0101677999991807,33,9,10,0.8,False,"[26, 42, 79, 16, 48, 83, 21, 55, 58]",mc_mislead_n100_p01_k10,MS_Random_K10,0,0,3.1291966999997385,100,external,MS_Random,,10,10.0,,,MS_Random
MS_Degree(K=10),mc_mislead_n100_p01_k10_001,maximum_clique,10.0,0.0160665000003064,66,10,10,0.9,False,"[72, 40, 42, 79, 16, 48, 83, 55, 26, 27]",mc_mislead_n100_p01_k10,MS_Degree_K10,0,0,3.1492733000013686,100,external,MS_Degree,,10,10.0,,,MS_Degree
MS_Random(K=20),mc_mislead_n100_p01_k10_001,maximum_clique,10.0,0.0191969999978027,87,10,10,0.9,False,"[40, 72, 42, 79, 48, 16, 83, 55, 26, 27]",mc_mislead_n100_p01_k10,MS_Random_K20,0,0,3.1571132999997644,100,external,MS_Random,,20,20.0,,,MS_Random
MS_Degree(K=20),mc_mislead_n100_p01_k10_001,maximum_clique,10.0,0.0280865999993693,126,10,10,0.9,False,"[72, 40, 42, 79, 16, 48, 83, 55, 26, 27]",mc_mislead_n100_p01_k10,MS_Degree_K20,0,0,3.111794699998427,100,external,MS_Degree,,20,20.0,,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",mc_mislead_n100_p01_k10_001,maximum_clique,10.0,0.0089694000016606,34,10,10,0.9,False,"[40, 42, 79, 16, 48, 83, 21, 55, 27, 93]",mc_mislead_n100_p01_k10,MS_CTQW_K5_cheb_d50,0,0,3.0723843000014317,100,external,MS_CTQW,cheb_d50,5,5.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,cheb_d50)",mc_mislead_n100_p01_k10_001,maximum_clique,10.0,0.0163857000006828,72,10,10,0.9,False,"[40, 42, 79, 16, 48, 83, 21, 55, 27, 93]",mc_mislead_n100_p01_k10,MS_CTQW_K10_cheb_d50,0,0,3.0741583999988507,100,external,MS_CTQW,cheb_d50,10,10.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=20,cheb_d50)",mc_mislead_n100_p01_k10_001,maximum_clique,10.0,0.0288822000002255,126,10,10,0.9,False,"[40, 42, 79, 16, 48, 83, 21, 55, 27, 93]",mc_mislead_n100_p01_k10,MS_CTQW_K20_cheb_d50,0,0,3.085383900001034,100,external,MS_CTQW,cheb_d50,20,20.0,True,,MS_CTQW_cheb_d50
"MS_HybridSeed(K=5,beta=0.25,cheb_d50)",mc_mislead_n100_p01_k10_001,maximum_clique,10.0,0.0093870000018796,36,10,10,0.9,False,"[40, 42, 79, 16, 48, 83, 21, 55, 27, 93]",mc_mislead_n100_p01_k10,MS_HybridSeed_K5_b0p25_cheb_d50,0,0,3.076243700001214,100,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=5,beta=0.5,cheb_d50)",mc_mislead_n100_p01_k10_001,maximum_clique,10.0,0.009329999997135,34,10,10,0.9,False,"[40, 42, 79, 16, 48, 83, 21, 55, 27, 93]",mc_mislead_n100_p01_k10,MS_HybridSeed_K5_b0p5_cheb_d50,0,0,3.0801401999997324,100,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=5,beta=0.75,cheb_d50)",mc_mislead_n100_p01_k10_001,maximum_clique,10.0,0.0088563999997859,34,10,10,0.9,False,"[40, 42, 79, 16, 48, 83, 21, 55, 27, 93]",mc_mislead_n100_p01_k10,MS_HybridSeed_K5_b0p75_cheb_d50,0,0,3.102449300000444,100,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=10,beta=0.25,cheb_d50)",mc_mislead_n100_p01_k10_001,maximum_clique,10.0,0.0163867999981448,72,10,10,0.9,False,"[40, 42, 79, 16, 48, 83, 21, 55, 27, 93]",mc_mislead_n100_p01_k10,MS_HybridSeed_K10_b0p25_cheb_d50,0,0,3.0694654999970226,100,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=10,beta=0.5,cheb_d50)",mc_mislead_n100_p01_k10_001,maximum_clique,10.0,0.0167760999975143,74,10,10,0.9,False,"[40, 42, 79, 16, 48, 83, 21, 55, 27, 93]",mc_mislead_n100_p01_k10,MS_HybridSeed_K10_b0p5_cheb_d50,0,0,3.079737600000953,100,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=10,beta=0.75,cheb_d50)",mc_mislead_n100_p01_k10_001,maximum_clique,10.0,0.0163415999995777,72,10,10,0.9,False,"[40, 42, 79, 16, 48, 83, 21, 55, 27, 93]",mc_mislead_n100_p01_k10,MS_HybridSeed_K10_b0p75_cheb_d50,0,0,3.095798399997875,100,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=20,beta=0.25,cheb_d50)",mc_mislead_n100_p01_k10_001,maximum_clique,10.0,0.027968200000032,126,10,10,0.9,False,"[40, 42, 79, 16, 48, 83, 21, 55, 27, 93]",mc_mislead_n100_p01_k10,MS_HybridSeed_K20_b0p25_cheb_d50,0,0,3.0552803999999014,100,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=20,beta=0.5,cheb_d50)",mc_mislead_n100_p01_k10_001,maximum_clique,10.0,0.0280826999987766,126,10,10,0.9,False,"[40, 42, 79, 16, 48, 83, 21, 55, 27, 93]",mc_mislead_n100_p01_k10,MS_HybridSeed_K20_b0p5_cheb_d50,0,0,3.114959999998973,100,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=20,beta=0.75,cheb_d50)",mc_mislead_n100_p01_k10_001,maximum_clique,10.0,0.0287164000001212,126,10,10,0.9,False,"[40, 42, 79, 16, 48, 83, 21, 55, 27, 93]",mc_mislead_n100_p01_k10,MS_HybridSeed_K20_b0p75_cheb_d50,0,0,3.127218699999503,100,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
ClassicalClique,mc_mislead_n100_p01_k10_002,maximum_clique,9.0,0.0042702999999164,9,9,10,0.8,False,"[4, 42, 75, 81, 83, 88, 89, 59, 60]",mc_mislead_n100_p01_k10,ClassicalClique,0,0,3.0439191999976174,100,external,ClassicalClique,,0,,,,ClassicalClique
MS_Random(K=5),mc_mislead_n100_p01_k10_002,maximum_clique,10.0,0.0065141000013682,22,10,10,0.9,False,"[35, 69, 42, 75, 80, 81, 83, 88, 89, 60]",mc_mislead_n100_p01_k10,MS_Random_K5,0,0,3.0570296999976563,100,external,MS_Random,,5,5.0,,,MS_Random
MS_Degree(K=5),mc_mislead_n100_p01_k10_002,maximum_clique,9.0,0.0097879999993892,38,9,10,0.8,False,"[4, 42, 75, 81, 83, 88, 89, 59, 60]",mc_mislead_n100_p01_k10,MS_Degree_K5,0,0,3.111744500001805,100,external,MS_Degree,,5,5.0,,,MS_Degree
MS_Random(K=10),mc_mislead_n100_p01_k10_002,maximum_clique,10.0,0.010260199996992,38,10,10,0.9,False,"[35, 69, 42, 75, 80, 81, 83, 88, 89, 60]",mc_mislead_n100_p01_k10,MS_Random_K10,0,0,3.042800900002476,100,external,MS_Random,,10,10.0,,,MS_Random
MS_Degree(K=10),mc_mislead_n100_p01_k10_002,maximum_clique,10.0,0.0162449999988893,72,10,10,0.9,False,"[35, 69, 42, 75, 80, 81, 83, 88, 89, 60]",mc_mislead_n100_p01_k10,MS_Degree_K10,0,0,3.099365800000669,100,external,MS_Degree,,10,10.0,,,MS_Degree
MS_Random(K=20),mc_mislead_n100_p01_k10_002,maximum_clique,10.0,0.0194875999986834,87,10,10,1.0,False,"[4, 69, 42, 75, 80, 81, 83, 88, 89, 60]",mc_mislead_n100_p01_k10,MS_Random_K20,0,0,3.044903399997565,100,external,MS_Random,,20,20.0,,,MS_Random
MS_Degree(K=20),mc_mislead_n100_p01_k10_002,maximum_clique,10.0,0.0264548999984981,126,10,10,0.9,False,"[35, 69, 42, 75, 80, 81, 83, 88, 89, 60]",mc_mislead_n100_p01_k10,MS_Degree_K20,0,0,3.110281200002646,100,external,MS_Degree,,20,20.0,,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",mc_mislead_n100_p01_k10_002,maximum_clique,9.0,0.0092578000003413,35,9,10,0.8,False,"[4, 42, 75, 81, 83, 88, 89, 59, 60]",mc_mislead_n100_p01_k10,MS_CTQW_K5_cheb_d50,0,0,3.047098900002311,100,external,MS_CTQW,cheb_d50,5,5.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,cheb_d50)",mc_mislead_n100_p01_k10_002,maximum_clique,9.0,0.0151872999995248,66,9,10,0.8,False,"[4, 42, 75, 81, 83, 88, 89, 59, 60]",mc_mislead_n100_p01_k10,MS_CTQW_K10_cheb_d50,0,0,3.049923300000956,100,external,MS_CTQW,cheb_d50,10,10.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=20,cheb_d50)",mc_mislead_n100_p01_k10_002,maximum_clique,10.0,0.0261165000010805,126,10,10,0.9,False,"[35, 69, 42, 75, 80, 81, 83, 88, 89, 60]",mc_mislead_n100_p01_k10,MS_CTQW_K20_cheb_d50,0,0,3.046443299997918,100,external,MS_CTQW,cheb_d50,20,20.0,True,,MS_CTQW_cheb_d50
"MS_HybridSeed(K=5,beta=0.25,cheb_d50)",mc_mislead_n100_p01_k10_002,maximum_clique,9.0,0.0094332000007852,38,9,10,0.8,False,"[4, 42, 75, 81, 83, 88, 89, 59, 60]",mc_mislead_n100_p01_k10,MS_HybridSeed_K5_b0p25_cheb_d50,0,0,3.023380999999062,100,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
