algorithm,sample_id,task_type,objective,runtime,iterations,solution_size,answer_size,recall,timed_out,solution,source_label,algo_key,run_id,seed,wall_time,n,mode,family,method_tag,K,n_seeds_tried,ctqw_seed_reused,beta,display_name
"MS_CTQW(K=10,cheb_d50)",mc_mislead_n300_p01_k20_001,maximum_clique,18.0,0.29172189999735565,156,18,20,0.85,False,"[226, 291, 198, 103, 296, 233, 135, 168, 169, 140, 14, 115, 244, 214, 58, 125, 62, 31]",mc_mislead_n300_p01_k20,MS_CTQW_K10_cheb_d50,0,0,3.5960777000000235,300,external,MS_CTQW,cheb_d50,10,10.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=20,cheb_d50)",mc_mislead_n300_p01_k20_001,maximum_clique,19.0,0.5798832999971637,302,19,20,0.9,False,"[135, 140, 14, 16, 144, 148, 28, 31, 291, 296, 168, 58, 62, 198, 214, 226, 115, 244, 125]",mc_mislead_n300_p01_k20,MS_CTQW_K20_cheb_d50,0,0,3.9712222999987716,300,external,MS_CTQW,cheb_d50,20,20.0,True,,MS_CTQW_cheb_d50
"MS_HybridSeed(K=5,beta=0.25,cheb_d50)",mc_mislead_n300_p01_k20_001,maximum_clique,18.0,0.1554206000000704,80,18,20,0.85,False,"[226, 291, 198, 103, 296, 233, 135, 168, 169, 140, 14, 115, 244, 214, 58, 125, 62, 31]",mc_mislead_n300_p01_k20,MS_HybridSeed_K5_b0p25_cheb_d50,0,0,3.4818747999997868,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=5,beta=0.5,cheb_d50)",mc_mislead_n300_p01_k20_001,maximum_clique,18.0,0.1505728000011004,79,18,20,0.85,False,"[226, 291, 198, 103, 296, 233, 135, 168, 169, 140, 14, 115, 244, 214, 58, 125, 62, 31]",mc_mislead_n300_p01_k20,MS_HybridSeed_K5_b0p5_cheb_d50,0,0,3.5817891000006057,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=5,beta=0.75,cheb_d50)",mc_mislead_n300_p01_k20_001,maximum_clique,18.0,0.15236149999691406,79,18,20,0.85,False,"[226, 291, 198, 103, 296, 233, 135, 168, 169, 140, 14, 115, 244, 214, 58, 125, 62, 31]",mc_mislead_n300_p01_k20,MS_HybridSeed_K5_b0p75_cheb_d50,0,0,3.4875384000006306,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=10,beta=0.25,cheb_d50)",mc_mislead_n300_p01_k20_001,maximum_clique,18.0,0.29867970000123023,156,18,20,0.85,False,"[226, 291, 198, 103, 296, 233, 135, 168, 169, 140, 14, 115, 244, 214, 58, 125, 62, 31]",mc_mislead_n300_p01_k20,MS_HybridSeed_K10_b0p25_cheb_d50,0,0,3.6731384999984584,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=10,beta=0.5,cheb_d50)",mc_mislead_n300_p01_k20_001,maximum_clique,18.0,0.28925639999943087,156,18,20,0.85,False,"[226, 291, 198, 103, 296, 233, 135, 168, 169, 140, 14, 115, 244, 214, 58, 125, 62, 31]",mc_mislead_n300_p01_k20,MS_HybridSeed_K10_b0p5_cheb_d50,0,0,3.684225500001048,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=10,beta=0.75,cheb_d50)",mc_mislead_n300_p01_k20_001,maximum_clique,18.0,0.2909213000020827,156,18,20,0.85,False,"[226, 291, 198, 103, 296, 233, 135, 168, 169, 140, 14, 115, 244, 214, 58, 125, 62, 31]",mc_mislead_n300_p01_k20,MS_HybridSeed_K10_b0p75_cheb_d50,0,0,3.690653100002237,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=20,beta=0.25,cheb_d50)",mc_mislead_n300_p01_k20_001,maximum_clique,18.0,0.5569759999998496,298,18,20,0.85,False,"[226, 291, 198, 103, 296, 233, 135, 168, 169, 140, 14, 115, 244, 214, 58, 125, 62, 31]",mc_mislead_n300_p01_k20,MS_HybridSeed_K20_b0p25_cheb_d50,0,0,3.965457800000877,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=20,beta=0.5,cheb_d50)",mc_mislead_n300_p01_k20_001,maximum_clique,18.0,0.5595130000001518,298,18,20,0.85,False,"[226, 291, 198, 103, 296, 233, 135, 168, 169, 140, 14, 115, 244, 214, 58, 125, 62, 31]",mc_mislead_n300_p01_k20,MS_HybridSeed_K20_b0p5_cheb_d50,0,0,3.8773318999992625,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=20,beta=0.75,cheb_d50)",mc_mislead_n300_p01_k20_001,maximum_clique,18.0,0.5756012999991071,300,18,20,0.85,False,"[226, 291, 198, 103, 296, 233, 135, 168, 169, 140, 14, 115, 244, 214, 58, 125, 62, 31]",mc_mislead_n300_p01_k20,MS_HybridSeed_K20_b0p75_cheb_d50,0,0,3.9114645999979984,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
ClassicalClique,mc_mislead_n300_p01_k20_002,maximum_clique,20.0,0.04650170000240905,20,20,20,0.95,False,"[129, 258, 3, 132, 262, 157, 285, 295, 51, 64, 65, 209, 83, 213, 230, 231, 235, 242, 119, 249]",mc_mislead_n300_p01_k20,ClassicalClique,0,0,3.340098399999988,300,external,ClassicalClique,N/A,0,,,,ClassicalClique
MS_Random(K=5),mc_mislead_n300_p01_k20_002,maximum_clique,18.0,0.06811730000117677,32,18,20,0.85,False,"[65, 129, 258, 3, 132, 262, 230, 235, 209, 242, 51, 213, 157, 119, 86, 249, 285, 189]",mc_mislead_n300_p01_k20,MS_Random_K5,0,0,3.416123400002107,300,external,MS_Random,N/A,5,5.0,,,MS_Random
MS_Degree(K=5),mc_mislead_n300_p01_k20_002,maximum_clique,20.0,0.15306630000122823,83,20,20,0.95,False,"[129, 258, 3, 132, 262, 157, 285, 295, 51, 64, 65, 209, 83, 213, 230, 231, 235, 242, 119, 249]",mc_mislead_n300_p01_k20,MS_Degree_K5,0,0,3.5658729000024323,300,external,MS_Degree,N/A,5,5.0,,,MS_Degree
MS_Random(K=10),mc_mislead_n300_p01_k20_002,maximum_clique,18.0,0.10674780000044848,47,18,20,0.85,False,"[129, 258, 3, 132, 230, 262, 231, 295, 235, 209, 242, 51, 52, 213, 157, 86, 249, 285]",mc_mislead_n300_p01_k20,MS_Random_K10,0,0,3.597918800001935,300,external,MS_Random,N/A,10,10.0,,,MS_Random
MS_Degree(K=10),mc_mislead_n300_p01_k20_002,maximum_clique,20.0,0.2795830000031856,152,20,20,0.95,False,"[129, 258, 3, 132, 262, 157, 285, 295, 51, 64, 65, 209, 83, 213, 230, 231, 235, 242, 119, 249]",mc_mislead_n300_p01_k20,MS_Degree_K10,0,0,3.7066419000002497,300,external,MS_Degree,N/A,10,10.0,,,MS_Degree
MS_Random(K=20),mc_mislead_n300_p01_k20_002,maximum_clique,20.0,0.24193110000123852,107,20,20,0.95,False,"[129, 258, 3, 132, 262, 157, 285, 295, 51, 64, 65, 209, 83, 213, 230, 231, 235, 242, 119, 249]",mc_mislead_n300_p01_k20,MS_Random_K20,0,0,3.625145199999679,300,external,MS_Random,N/A,20,20.0,,,MS_Random
MS_Degree(K=20),mc_mislead_n300_p01_k20_002,maximum_clique,20.0,0.515869399998337,275,20,20,0.95,False,"[129, 258, 3, 132, 262, 157, 285, 295, 51, 64, 65, 209, 83, 213, 230, 231, 235, 242, 119, 249]",mc_mislead_n300_p01_k20,MS_Degree_K20,0,0,3.8355756999990263,300,external,MS_Degree,N/A,20,20.0,,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",mc_mislead_n300_p01_k20_002,maximum_clique,20.0,0.15988019999713288,84,20,20,0.95,False,"[129, 258, 3, 132, 262, 157, 285, 295, 51, 64, 65, 209, 83, 213, 230, 231, 235, 242, 119, 249]",mc_mislead_n300_p01_k20,MS_CTQW_K5_cheb_d50,0,0,3.5113321999997424,300,external,MS_CTQW,cheb_d50,5,5.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,cheb_d50)",mc_mislead_n300_p01_k20_002,maximum_clique,20.0,0.3002243000009912,163,20,20,0.95,False,"[129, 258, 3, 132, 262, 157, 285, 295, 51, 64, 65, 209, 83, 213, 230, 231, 235, 242, 119, 249]",mc_mislead_n300_p01_k20,MS_CTQW_K10_cheb_d50,0,0,3.618915900002321,300,external,MS_CTQW,cheb_d50,10,10.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=20,cheb_d50)",mc_mislead_n300_p01_k20_002,maximum_clique,20.0,0.5244524000008823,292,20,20,0.95,False,"[129, 258, 3, 132, 262, 157, 285, 295, 51, 64, 65, 209, 83, 213, 230, 231, 235, 242, 119, 249]",mc_mislead_n300_p01_k20,MS_CTQW_K20_cheb_d50,0,0,3.8944679999985965,300,external,MS_CTQW,cheb_d50,20,20.0,True,,MS_CTQW_cheb_d50
"MS_HybridSeed(K=5,beta=0.25,cheb_d50)",mc_mislead_n300_p01_k20_002,maximum_clique,20.0,0.15524210000148742,83,20,20,0.95,False,"[129, 258, 3, 132, 262, 157, 285, 295, 51, 64, 65, 209, 83, 213, 230, 231, 235, 242, 119, 249]",mc_mislead_n300_p01_k20,MS_HybridSeed_K5_b0p25_cheb_d50,0,0,3.6023243999989063,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=5,beta=0.5,cheb_d50)",mc_mislead_n300_p01_k20_002,maximum_clique,20.0,0.15370789999724366,82,20,20,0.95,False,"[129, 258, 3, 132, 262, 157, 285, 295, 51, 64, 65, 209, 83, 213, 230, 231, 235, 242, 119, 249]",mc_mislead_n300_p01_k20,MS_HybridSeed_K5_b0p5_cheb_d50,0,0,3.510742400001618,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=5,beta=0.75,cheb_d50)",mc_mislead_n300_p01_k20_002,maximum_clique,18.0,0.14383969999835244,75,18,20,0.85,False,"[65, 129, 258, 3, 132, 230, 231, 262, 235, 209, 242, 51, 213, 86, 119, 249, 285, 190]",mc_mislead_n300_p01_k20,MS_HybridSeed_K5_b0p75_cheb_d50,0,0,3.5658808999978646,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=10,beta=0.25,cheb_d50)",mc_mislead_n300_p01_k20_002,maximum_clique,20.0,0.2748757999979716,152,20,20,0.95,False,"[129, 258, 3, 132, 262, 157, 285, 295, 51, 64, 65, 209, 83, 213, 230, 231, 235, 242, 119, 249]",mc_mislead_n300_p01_k20,MS_HybridSeed_K10_b0p25_cheb_d50,0,0,3.716170499999862,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=10,beta=0.5,cheb_d50)",mc_mislead_n300_p01_k20_002,maximum_clique,20.0,0.28617039999880944,152,20,20,0.95,False,"[129, 258, 3, 132, 262, 157, 285, 295, 51, 64, 65, 209, 83, 213, 230, 231, 235, 242, 119, 249]",mc_mislead_n300_p01_k20,MS_HybridSeed_K10_b0p5_cheb_d50,0,0,3.645593299999746,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=10,beta=0.75,cheb_d50)",mc_mislead_n300_p01_k20_002,maximum_clique,20.0,0.2929088999990199,158,20,20,0.95,False,"[129, 258, 3, 132, 262, 157, 285, 295, 51, 64, 65, 209, 83, 213, 230, 231, 235, 242, 119, 249]",mc_mislead_n300_p01_k20,MS_HybridSeed_K10_b0p75_cheb_d50,0,0,3.7009179000015138,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=20,beta=0.25,cheb_d50)",mc_mislead_n300_p01_k20_002,maximum_clique,20.0,0.523098999998183,276,20,20,0.95,False,"[129, 258, 3, 132, 262, 157, 285, 295, 51, 64, 65, 209, 83, 213, 230, 231, 235, 242, 119, 249]",mc_mislead_n300_p01_k20,MS_HybridSeed_K20_b0p25_cheb_d50,0,0,3.8861465999980283,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=20,beta=0.5,cheb_d50)",mc_mislead_n300_p01_k20_002,maximum_clique,20.0,0.5436738999997033,286,20,20,0.95,False,"[129, 258, 3, 132, 262, 157, 285, 295, 51, 64, 65, 209, 83, 213, 230, 231, 235, 242, 119, 249]",mc_mislead_n300_p01_k20,MS_HybridSeed_K20_b0p5_cheb_d50,0,0,3.8547614000017347,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=20,beta=0.75,cheb_d50)",mc_mislead_n300_p01_k20_002,maximum_clique,20.0,0.5603509999964444,301,20,20,0.95,False,"[129, 258, 3, 132, 262, 157, 285, 295, 51, 64, 65, 209, 83, 213, 230, 231, 235, 242, 119, 249]",mc_mislead_n300_p01_k20,MS_HybridSeed_K20_b0p75_cheb_d50,0,0,3.8735721000011836,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
ClassicalClique,mc_mislead_n300_p01_k20_003,maximum_clique,20.0,0.047638299998652656,20,20,20,0.95,False,"[258, 259, 269, 14, 281, 284, 289, 293, 294, 170, 171, 44, 50, 71, 74, 226, 235, 238, 246, 127]",mc_mislead_n300_p01_k20,ClassicalClique,0,0,3.366813100001309,300,external,ClassicalClique,N/A,0,,,,ClassicalClique
MS_Random(K=5),mc_mislead_n300_p01_k20_003,maximum_clique,4.0,0.03965799999787123,15,4,20,0.0,False,"[80, 219, 260, 189]",mc_mislead_n300_p01_k20,MS_Random_K5,0,0,3.3993353999976534,300,external,MS_Random,N/A,5,5.0,,,MS_Random
MS_Degree(K=5),mc_mislead_n300_p01_k20_003,maximum_clique,20.0,0.16598030000022845,85,20,20,0.95,False,"[258, 259, 269, 14, 281, 284, 289, 293, 294, 170, 171, 44, 50, 71, 74, 226, 235, 238, 246, 127]",mc_mislead_n300_p01_k20,MS_Degree_K5,0,0,3.597942600001261,300,external,MS_Degree,N/A,5,5.0,,,MS_Degree
MS_Random(K=10),mc_mislead_n300_p01_k20_003,maximum_clique,20.0,0.12265349999870523,62,20,20,0.95,False,"[258, 259, 269, 14, 281, 284, 289, 293, 294, 170, 171, 44, 50, 185, 71, 226, 235, 238, 246, 248]",mc_mislead_n300_p01_k20,MS_Random_K10,0,0,3.448518299999705,300,external,MS_Random,N/A,10,10.0,,,MS_Random
MS_Degree(K=10),mc_mislead_n300_p01_k20_003,maximum_clique,20.0,0.2916175000027579,154,20,20,0.95,False,"[258, 259, 269, 14, 281, 284, 289, 293, 294, 170, 171, 44, 50, 71, 74, 226, 235, 238, 246, 127]",mc_mislead_n300_p01_k20,MS_Degree_K10,0,0,3.698482599997078,300,external,MS_Degree,N/A,10,10.0,,,MS_Degree
MS_Random(K=20),mc_mislead_n300_p01_k20_003,maximum_clique,20.0,0.2609089999969001,134,20,20,1.0,False,"[258, 259, 269, 14, 281, 284, 289, 293, 294, 170, 171, 44, 50, 71, 226, 235, 238, 246, 248, 127]",mc_mislead_n300_p01_k20,MS_Random_K20,0,0,3.578631599997607,300,external,MS_Random,N/A,20,20.0,,,MS_Random
MS_Degree(K=20),mc_mislead_n300_p01_k20_003,maximum_clique,20.0,0.5549725999990187,299,20,20,0.95,False,"[258, 259, 269, 14, 281, 284, 289, 293, 294, 170, 171, 44, 50, 71, 74, 226, 235, 238, 246, 127]",mc_mislead_n300_p01_k20,MS_Degree_K20,0,0,3.839234099999885,300,external,MS_Degree,N/A,20,20.0,,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",mc_mislead_n300_p01_k20_003,maximum_clique,20.0,0.15037259999735397,79,20,20,1.0,False,"[258, 259, 269, 14, 281, 284, 289, 293, 294, 170, 171, 44, 50, 71, 226, 235, 238, 246, 248, 127]",mc_mislead_n300_p01_k20,MS_CTQW_K5_cheb_d50,0,0,3.6292523000010988,300,external,MS_CTQW,cheb_d50,5,5.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,cheb_d50)",mc_mislead_n300_p01_k20_003,maximum_clique,20.0,0.20472369999697548,112,20,20,1.0,False,"[258, 259, 269, 14, 281, 284, 289, 293, 294, 170, 171, 44, 50, 71, 226, 235, 238, 246, 248, 127]",mc_mislead_n300_p01_k20,MS_CTQW_K10_cheb_d50,0,0,3.5575681000009354,300,external,MS_CTQW,cheb_d50,10,10.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=20,cheb_d50)",mc_mislead_n300_p01_k20_003,maximum_clique,20.0,0.3852902999969956,196,20,20,1.0,False,"[258, 259, 269, 14, 281, 284, 289, 293, 294, 170, 171, 44, 50, 71, 226, 235, 238, 246, 248, 127]",mc_mislead_n300_p01_k20,MS_CTQW_K20_cheb_d50,0,0,3.742894700000761,300,external,MS_CTQW,cheb_d50,20,20.0,True,,MS_CTQW_cheb_d50
"MS_HybridSeed(K=5,beta=0.25,cheb_d50)",mc_mislead_n300_p01_k20_003,maximum_clique,20.0,0.15997730000162846,85,20,20,0.95,False,"[258, 259, 269, 14, 281, 284, 289, 293, 294, 170, 171, 44, 50, 71, 74, 226, 235, 238, 246, 127]",mc_mislead_n300_p01_k20,MS_HybridSeed_K5_b0p25_cheb_d50,0,0,3.5592926000026637,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=5,beta=0.5,cheb_d50)",mc_mislead_n300_p01_k20_003,maximum_clique,20.0,0.15494899999976042,85,20,20,0.95,False,"[258, 259, 269, 14, 281, 284, 289, 293, 294, 170, 171, 44, 50, 71, 74, 226, 235, 238, 246, 127]",mc_mislead_n300_p01_k20,MS_HybridSeed_K5_b0p5_cheb_d50,0,0,3.464553400001023,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=5,beta=0.75,cheb_d50)",mc_mislead_n300_p01_k20_003,maximum_clique,20.0,0.16168149999793968,87,20,20,0.95,False,"[258, 259, 269, 14, 281, 284, 289, 293, 294, 170, 171, 44, 50, 71, 74, 226, 235, 238, 246, 127]",mc_mislead_n300_p01_k20,MS_HybridSeed_K5_b0p75_cheb_d50,0,0,3.470581300000049,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=10,beta=0.25,cheb_d50)",mc_mislead_n300_p01_k20_003,maximum_clique,20.0,0.2891139999992447,154,20,20,0.95,False,"[258, 259, 269, 14, 281, 284, 289, 293, 294, 170, 171, 44, 50, 71, 74, 226, 235, 238, 246, 127]",mc_mislead_n300_p01_k20,MS_HybridSeed_K10_b0p25_cheb_d50,0,0,3.6609156999984407,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=10,beta=0.5,cheb_d50)",mc_mislead_n300_p01_k20_003,maximum_clique,20.0,0.2875686000006681,154,20,20,0.95,False,"[258, 259, 269, 14, 281, 284, 289, 293, 294, 170, 171, 44, 50, 71, 74, 226, 235, 238, 246, 127]",mc_mislead_n300_p01_k20,MS_HybridSeed_K10_b0p5_cheb_d50,0,0,3.631833800001914,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=10,beta=0.75,cheb_d50)",mc_mislead_n300_p01_k20_003,maximum_clique,20.0,0.3012114000011934,166,20,20,0.95,False,"[258, 259, 269, 14, 281, 284, 289, 293, 294, 170, 171, 44, 50, 71, 74, 226, 235, 238, 246, 127]",mc_mislead_n300_p01_k20,MS_HybridSeed_K10_b0p75_cheb_d50,0,0,3.687641700002132,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=20,beta=0.25,cheb_d50)",mc_mislead_n300_p01_k20_003,maximum_clique,20.0,0.5760001000016928,307,20,20,0.95,False,"[258, 259, 269, 14, 281, 284, 289, 293, 294, 170, 171, 44, 50, 71, 74, 226, 235, 238, 246, 127]",mc_mislead_n300_p01_k20,MS_HybridSeed_K20_b0p25_cheb_d50,0,0,3.940369700001611,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=20,beta=0.5,cheb_d50)",mc_mislead_n300_p01_k20_003,maximum_clique,20.0,0.5790902000007918,307,20,20,0.95,False,"[258, 259, 269, 14, 281, 284, 289, 293, 294, 170, 171, 44, 50, 71, 74, 226, 235, 238, 246, 127]",mc_mislead_n300_p01_k20,MS_HybridSeed_K20_b0p5_cheb_d50,0,0,3.9593673999988823,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=20,beta=0.75,cheb_d50)",mc_mislead_n300_p01_k20_003,maximum_clique,20.0,0.5711577000001853,320,20,20,0.95,False,"[258, 259, 269, 14, 281, 284, 289, 293, 294, 170, 171, 44, 50, 71, 74, 226, 235, 238, 246, 127]",mc_mislead_n300_p01_k20,MS_HybridSeed_K20_b0p75_cheb_d50,0,0,3.956173200000194,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
ClassicalClique,mc_mislead_n300_p01_k20_004,maximum_clique,17.0,0.04218909999690368,17,17,20,0.8,False,"[121, 2, 227, 281, 8, 47, 207, 48, 209, 242, 51, 179, 52, 247, 217, 91, 285]",mc_mislead_n300_p01_k20,ClassicalClique,0,0,3.3605989000025147,300,external,ClassicalClique,N/A,0,,,,ClassicalClique
MS_Random(K=5),mc_mislead_n300_p01_k20_004,maximum_clique,5.0,0.04114889999982552,16,5,20,0.0,False,"[166, 262, 144, 214, 152]",mc_mislead_n300_p01_k20,MS_Random_K5,0,0,3.3102587000030326,300,external,MS_Random,N/A,5,5.0,,,MS_Random
MS_Degree(K=5),mc_mislead_n300_p01_k20_004,maximum_clique,17.0,0.13649319999967702,73,17,20,0.8,False,"[121, 2, 227, 281, 8, 47, 207, 48, 209, 242, 51, 179, 52, 247, 217, 91, 285]",mc_mislead_n300_p01_k20,MS_Degree_K5,0,0,3.473034100003133,300,external,MS_Degree,N/A,5,5.0,,,MS_Degree
MS_Random(K=10),mc_mislead_n300_p01_k20_004,maximum_clique,20.0,0.14051000000108615,72,20,20,1.0,False,"[129, 2, 8, 280, 281, 285, 47, 48, 51, 52, 179, 197, 207, 209, 217, 91, 227, 236, 242, 121]",mc_mislead_n300_p01_k20,MS_Random_K10,0,0,3.494016200002079,300,external,MS_Random,N/A,10,10.0,,,MS_Random
MS_Degree(K=10),mc_mislead_n300_p01_k20_004,maximum_clique,18.0,0.2776608000021952,150,18,20,0.85,False,"[129, 2, 227, 121, 197, 281, 236, 47, 48, 207, 242, 179, 51, 52, 215, 217, 91, 285]",mc_mislead_n300_p01_k20,MS_Degree_K10,0,0,3.6187489999974787,300,external,MS_Degree,N/A,10,10.0,,,MS_Degree
MS_Random(K=20),mc_mislead_n300_p01_k20_004,maximum_clique,20.0,0.28153549999842653,140,20,20,1.0,False,"[129, 2, 8, 280, 281, 285, 47, 48, 51, 179, 52, 197, 207, 209, 217, 91, 227, 236, 242, 121]",mc_mislead_n300_p01_k20,MS_Random_K20,0,0,3.725532500000554,300,external,MS_Random,N/A,20,20.0,,,MS_Random
MS_Degree(K=20),mc_mislead_n300_p01_k20_004,maximum_clique,18.0,0.5576145999984874,291,18,20,0.85,False,"[129, 2, 227, 121, 197, 281, 236, 47, 48, 207, 242, 179, 51, 52, 215, 217, 91, 285]",mc_mislead_n300_p01_k20,MS_Degree_K20,0,0,4.0830225000026985,300,external,MS_Degree,N/A,20,20.0,,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",mc_mislead_n300_p01_k20_004,maximum_clique,17.0,0.1461998999984644,75,17,20,0.8,False,"[121, 2, 227, 281, 8, 47, 207, 48, 209, 242, 51, 179, 52, 247, 217, 91, 285]",mc_mislead_n300_p01_k20,MS_CTQW_K5_cheb_d50,0,0,3.5809700999998313,300,external,MS_CTQW,cheb_d50,5,5.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,cheb_d50)",mc_mislead_n300_p01_k20_004,maximum_clique,18.0,0.2916927999976906,153,18,20,0.85,False,"[129, 2, 227, 121, 197, 281, 236, 47, 48, 207, 242, 179, 51, 52, 215, 217, 91, 285]",mc_mislead_n300_p01_k20,MS_CTQW_K10_cheb_d50,0,0,3.596210700001393,300,external,MS_CTQW,cheb_d50,10,10.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=20,cheb_d50)",mc_mislead_n300_p01_k20_004,maximum_clique,18.0,0.5351229000007152,292,18,20,0.85,False,"[129, 2, 227, 121, 197, 281, 236, 47, 48, 207, 242, 179, 51, 52, 215, 217, 91, 285]",mc_mislead_n300_p01_k20,MS_CTQW_K20_cheb_d50,0,0,3.892480300000898,300,external,MS_CTQW,cheb_d50,20,20.0,True,,MS_CTQW_cheb_d50
"MS_HybridSeed(K=5,beta=0.25,cheb_d50)",mc_mislead_n300_p01_k20_004,maximum_clique,17.0,0.14146229999823845,75,17,20,0.8,False,"[121, 2, 227, 281, 8, 47, 207, 48, 209, 242, 51, 179, 52, 247, 217, 91, 285]",mc_mislead_n300_p01_k20,MS_HybridSeed_K5_b0p25_cheb_d50,0,0,3.488022200002888,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=5,beta=0.5,cheb_d50)",mc_mislead_n300_p01_k20_004,maximum_clique,17.0,0.15392889999930048,75,17,20,0.8,False,"[121, 2, 227, 281, 8, 47, 207, 48, 209, 242, 51, 179, 52, 247, 217, 91, 285]",mc_mislead_n300_p01_k20,MS_HybridSeed_K5_b0p5_cheb_d50,0,0,3.583526999998867,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=5,beta=0.75,cheb_d50)",mc_mislead_n300_p01_k20_004,maximum_clique,17.0,0.13745709999784594,75,17,20,0.8,False,"[121, 2, 227, 281, 8, 47, 207, 48, 209, 242, 51, 179, 52, 247, 217, 91, 285]",mc_mislead_n300_p01_k20,MS_HybridSeed_K5_b0p75_cheb_d50,0,0,3.2432994000009785,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
